OG,Gene,Species
N2.HOG0011580,scaffold262.g1,Aurelia
N2.HOG0011581,scaffold264.g5,Aurelia
N2.HOG0011582,scaffold279.g14,Aurelia
N2.HOG0011583,scaffold290.g14,Aurelia
N2.HOG0011584,scaffold292.g11,Aurelia
N2.HOG0011585,scaffold297.g2,Aurelia
N2.HOG0011586,scaffold297.g3,Aurelia
N2.HOG0011587,scaffold304.g6,Aurelia
N2.HOG0011588,scaffold309.g12,Aurelia
N2.HOG0011589,scaffold324.g17,Aurelia
N2.HOG0011590,scaffold325.g8,Aurelia
N2.HOG0011591,scaffold326.g8,Aurelia
N2.HOG0011592,scaffold327.g1,Aurelia
N2.HOG0011593,scaffold342.g20,Aurelia
N2.HOG0011594,scaffold343.g23,Aurelia
N2.HOG0011595,scaffold1298.g2,Aurelia
N2.HOG0011596,scaffold363.g5,Aurelia
N2.HOG0011597,scaffold373.g21,Aurelia
N2.HOG0011598,scaffold374.g13,Aurelia
N2.HOG0011599,scaffold390.g7,Aurelia
N2.HOG0011600,scaffold393.g13,Aurelia
N2.HOG0011601,scaffold405.g5,Aurelia
N2.HOG0011602,scaffold427.g11,Aurelia
N2.HOG0011603,scaffold433.g3,Aurelia
N2.HOG0011604,scaffold449.g1,Aurelia
N2.HOG0011605,scaffold452.g3,Aurelia
N2.HOG0011606,scaffold477.g4,Aurelia
N2.HOG0011607,scaffold3898.g1,Aurelia
N2.HOG0011608,scaffold493.g1,Aurelia
N2.HOG0011609,scaffold498.g9,Aurelia
N2.HOG0011610,scaffold4464.g1,Aurelia
N2.HOG0011611,scaffold548.g9,Aurelia
N2.HOG0011612,scaffold2370.g2,Aurelia
N2.HOG0011613,scaffold570.g4,Aurelia
N2.HOG0011614,scaffold608.g2,Aurelia
N2.HOG0011615,scaffold608.g14,Aurelia
N2.HOG0011616,scaffold1999.g4,Aurelia
N2.HOG0011617,scaffold645.g4,Aurelia
N2.HOG0011618,scaffold692.g1,Aurelia
N2.HOG0011619,scaffold1004.g4,Aurelia
N2.HOG0011620,scaffold722.g15,Aurelia
N2.HOG0011621,scaffold4282.g1,Aurelia
N2.HOG0011622,scaffold739.g3,Aurelia
N2.HOG0011623,scaffold742.g6,Aurelia
N2.HOG0011624,scaffold7440.g1,Aurelia
N2.HOG0011625,scaffold6201.g1,Aurelia
N2.HOG0011626,scaffold744.g2,Aurelia
N2.HOG0011627,scaffold770.g9,Aurelia
N2.HOG0011628,scaffold770.g15,Aurelia
N2.HOG0011629,scaffold3106.g1,Aurelia
N2.HOG0011630,scaffold977.g1,Aurelia
N2.HOG0011631,scaffold860.g6,Aurelia
N2.HOG0011632,scaffold7091.g1,Aurelia
N2.HOG0011633,scaffold881.g9,Aurelia
N2.HOG0011634,scaffold4435.g2,Aurelia
N2.HOG0011635,scaffold896.g1,Aurelia
N2.HOG0011636,scaffold936.g2,Aurelia
N2.HOG0011637,scaffold936.g5,Aurelia
N2.HOG0011638,scaffold954.g4,Aurelia
N2.HOG0011639,scaffold974.g2,Aurelia
N2.HOG0011640,scaffold976.g6,Aurelia
N2.HOG0011641,scaffold1033.g5,Aurelia
N2.HOG0011642,scaffold1052.g6,Aurelia
N2.HOG0011643,scaffold2055.g3,Aurelia
N2.HOG0011644,scaffold1098.g1,Aurelia
N2.HOG0011645,scaffold3490.g1,Aurelia
N2.HOG0011646,scaffold1974.g1,Aurelia
N2.HOG0011647,scaffold1144.g2,Aurelia
N2.HOG0011648,scaffold1148.g9,Aurelia
N2.HOG0011649,scaffold1351.g6,Aurelia
N2.HOG0011650,scaffold1394.g4,Aurelia
N2.HOG0011651,scaffold1428.g3,Aurelia
N2.HOG0011652,scaffold1452.g3,Aurelia
N2.HOG0011653,scaffold5395.g1,Aurelia
N2.HOG0011654,scaffold1733.g7,Aurelia
N2.HOG0011655,scaffold1734.g5,Aurelia
N2.HOG0011656,scaffold1763.g1,Aurelia
N2.HOG0011657,scaffold1805.g5,Aurelia
N2.HOG0011658,scaffold1839.g3,Aurelia
N2.HOG0011659,scaffold1982.g1,Aurelia
N2.HOG0011660,scaffold1996.g2,Aurelia
N2.HOG0011661,scaffold2188.g2,Aurelia
N2.HOG0011662,scaffold2284.g4,Aurelia
N2.HOG0011663,scaffold2294.g2,Aurelia
N2.HOG0011664,scaffold2570.g5,Aurelia
N2.HOG0011665,scaffold3346.g2,Aurelia
N2.HOG0011666,scaffold2951.g1,Aurelia
N2.HOG0011667,scaffold3064.g1,Aurelia
N2.HOG0011668,scaffold3856.g1,Aurelia
N2.HOG0011669,scaffold3870.g1,Aurelia
N2.HOG0011670,scaffold4597.g1,Aurelia
N2.HOG0011671,scaffold4626.g1,Aurelia
N2.HOG0011672,scaffold5550.g1,Aurelia
N2.HOG0011673,scaffold6055.g1,Aurelia
N2.HOG0011886,scaffold58.g41,Aurelia
N2.HOG0011887,scaffold373.g10,Aurelia
N2.HOG0011890,scaffold1509.g2,Aurelia
N2.HOG0011901,scaffold1021.g2,Aurelia
N2.HOG0011905,scaffold749.g11,Aurelia
N2.HOG0011911,scaffold277.g3,Aurelia
N2.HOG0011916,scaffold201.g24,Aurelia
N2.HOG0011923,scaffold2087.g1,Aurelia
N2.HOG0011926,scaffold152.g21,Aurelia
N2.HOG0011935,scaffold3161.g1,Aurelia
N2.HOG0011947,scaffold1192.g8,Aurelia
N2.HOG0011951,scaffold11.g32,Aurelia
N2.HOG0011952,scaffold11.g15,Aurelia
N2.HOG0011954,scaffold114.g7,Aurelia
N2.HOG0011957,scaffold260.g11,Aurelia
N2.HOG0011959,scaffold609.g11,Aurelia
N2.HOG0011960,scaffold73.g7,Aurelia
N2.HOG0011961,scaffold263.g17,Aurelia
N2.HOG0011973,scaffold1490.g2,Aurelia
N2.HOG0011975,scaffold484.g11,Aurelia
N2.HOG0011977,scaffold8.g3,Aurelia
N2.HOG0011979,scaffold628.g6,Aurelia
N2.HOG0011982,scaffold1433.g3,Aurelia
N2.HOG0011983,scaffold1341.g2,Aurelia
N2.HOG0011984,scaffold154.g13,Aurelia
N2.HOG0011986,scaffold1048.g4,Aurelia
N2.HOG0011987,scaffold7.g35,Aurelia
N2.HOG0011989,scaffold30.g15,Aurelia
N2.HOG0011994,scaffold2407.g2,Aurelia
N2.HOG0012010,scaffold241.g13,Aurelia
N2.HOG0012011,scaffold2091.g2,Aurelia
N2.HOG0012014,scaffold286.g15,Aurelia
N2.HOG0012018,scaffold45.g13,Aurelia
N2.HOG0012019,scaffold1531.g2,Aurelia
N2.HOG0012029,scaffold911.g7,Aurelia
N2.HOG0012031,scaffold1062.g7,Aurelia
N2.HOG0012037,scaffold1468.g1,Aurelia
N2.HOG0012038,scaffold38.g29,Aurelia
N2.HOG0012039,scaffold797.g10,Aurelia
N2.HOG0012040,scaffold959.g3,Aurelia
N2.HOG0012046,scaffold554.g4,Aurelia
N2.HOG0012047,scaffold561.g7,Aurelia
N2.HOG0012050,scaffold4280.g1,Aurelia
N2.HOG0012055,scaffold1688.g3,Aurelia
N2.HOG0012058,scaffold302.g18,Aurelia
N2.HOG0012060,scaffold1504.g1,Aurelia
N2.HOG0012061,scaffold86.g14,Aurelia
N2.HOG0012063,scaffold261.g17,Aurelia
N2.HOG0012065,scaffold578.g5,Aurelia
N2.HOG0012068,scaffold983.g7,Aurelia
N2.HOG0012070,scaffold342.g9,Aurelia
N2.HOG0012071,scaffold3574.g2,Aurelia
N2.HOG0012072,scaffold1963.g1,Aurelia
N2.HOG0012075,scaffold40.g8,Aurelia
N2.HOG0012078,scaffold242.g13,Aurelia
N2.HOG0012085,scaffold329.g15,Aurelia
N2.HOG0012092,scaffold142.g23,Aurelia
N2.HOG0012096,scaffold99.g3,Aurelia
N2.HOG0012098,scaffold474.g13,Aurelia
N2.HOG0012108,scaffold159.g12,Aurelia
N2.HOG0012110,scaffold2020.g2,Aurelia
N2.HOG0012115,scaffold777.g4,Aurelia
N2.HOG0012116,scaffold1593.g1,Aurelia
N2.HOG0012125,scaffold34.g38,Aurelia
N2.HOG0012126,scaffold48.g25,Aurelia
N2.HOG0012133,scaffold18.g7,Aurelia
N2.HOG0012137,scaffold3035.g1,Aurelia
N2.HOG0012140,scaffold82.g4,Aurelia
N2.HOG0012146,scaffold418.g15,Aurelia
N2.HOG0012147,scaffold575.g6,Aurelia
N2.HOG0012149,scaffold802.g8,Aurelia
N2.HOG0012152,scaffold845.g4,Aurelia
N2.HOG0012155,scaffold4374.g1,Aurelia
N2.HOG0012159,scaffold1345.g3,Aurelia
N2.HOG0012163,scaffold455.g1,Aurelia
N2.HOG0012167,scaffold843.g7,Aurelia
N2.HOG0012169,scaffold1133.g6,Aurelia
N2.HOG0012176,scaffold1148.g2,Aurelia
N2.HOG0012180,scaffold120.g19,Aurelia
N2.HOG0012182,scaffold3746.g1,Aurelia
N2.HOG0012186,scaffold629.g8,Aurelia
N2.HOG0012192,scaffold83.g32,Aurelia
N2.HOG0012196,scaffold296.g16,Aurelia
N2.HOG0012197,scaffold5007.g1,Aurelia
N2.HOG0012204,scaffold633.g10,Aurelia
N2.HOG0012206,scaffold720.g10,Aurelia
N2.HOG0012209,scaffold2871.g2,Aurelia
N2.HOG0012215,scaffold16.g27,Aurelia
N2.HOG0012218,scaffold2111.g5,Aurelia
N2.HOG0012220,scaffold864.g5,Aurelia
N2.HOG0012221,scaffold415.g2,Aurelia
N2.HOG0012223,scaffold241.g9,Aurelia
N2.HOG0012225,scaffold172.g21,Aurelia
N2.HOG0012228,scaffold754.g1,Aurelia
N2.HOG0012230,scaffold767.g14,Aurelia
N2.HOG0012239,scaffold1732.g3,Aurelia
N2.HOG0012249,scaffold54.g43,Aurelia
N2.HOG0012253,scaffold165.g6,Aurelia
N2.HOG0012259,scaffold853.g5,Aurelia
N2.HOG0012260,scaffold126.g35,Aurelia
N2.HOG0012261,scaffold462.g3,Aurelia
N2.HOG0012262,scaffold133.g12,Aurelia
N2.HOG0012264,scaffold298.g13,Aurelia
N2.HOG0012265,scaffold1936.g3,Aurelia
N2.HOG0012276,scaffold1937.g3,Aurelia
N2.HOG0012279,scaffold55.g17,Aurelia
N2.HOG0012283,scaffold943.g10,Aurelia
N2.HOG0012287,scaffold405.g1,Aurelia
N2.HOG0012294,scaffold1012.g4,Aurelia
N2.HOG0012298,scaffold109.g3,Aurelia
N2.HOG0012299,scaffold1784.g2,Aurelia
N2.HOG0012304,scaffold35.g27,Aurelia
N2.HOG0012315,scaffold12.g8,Aurelia
N2.HOG0012318,scaffold974.g7,Aurelia
N2.HOG0012322,scaffold124.g4,Aurelia
N2.HOG0012325,scaffold2652.g1,Aurelia
N2.HOG0012333,scaffold1942.g7,Aurelia
N2.HOG0012336,scaffold3.g68,Aurelia
N2.HOG0012338,scaffold1125.g6,Aurelia
N2.HOG0012347,scaffold1681.g4,Aurelia
N2.HOG0012354,scaffold1010.g13,Aurelia
N2.HOG0012355,scaffold10.g215,Aurelia
N2.HOG0012356,scaffold148.g32,Aurelia
N2.HOG0012357,scaffold1368.g6,Aurelia
N2.HOG0012359,scaffold544.g6,Aurelia
N2.HOG0012363,scaffold50.g16,Aurelia
N2.HOG0012369,scaffold247.g13,Aurelia
N2.HOG0012375,scaffold435.g12,Aurelia
N2.HOG0012378,scaffold136.g29,Aurelia
N2.HOG0012383,scaffold1188.g4,Aurelia
N2.HOG0012387,scaffold459.g12,Aurelia
N2.HOG0012389,scaffold23.g48,Aurelia
N2.HOG0012391,scaffold2505.g2,Aurelia
N2.HOG0012394,scaffold1168.g3,Aurelia
N2.HOG0012400,scaffold193.g10,Aurelia
N2.HOG0012401,scaffold1030.g7,Aurelia
N2.HOG0012402,scaffold1281.g2,Aurelia
N2.HOG0012404,scaffold848.g13,Aurelia
N2.HOG0012405,scaffold115.g17,Aurelia
N2.HOG0012414,scaffold362.g5,Aurelia
N2.HOG0012417,scaffold62.g10,Aurelia
N2.HOG0012422,scaffold4936.g1,Aurelia
N2.HOG0012423,scaffold403.g11,Aurelia
N2.HOG0012431,scaffold226.g10,Aurelia
N2.HOG0012434,scaffold6619.g1,Aurelia
N2.HOG0012436,scaffold43.g14,Aurelia
N2.HOG0012438,scaffold18.g2,Aurelia
N2.HOG0012443,scaffold783.g4,Aurelia
N2.HOG0012444,scaffold155.g18,Aurelia
N2.HOG0012447,scaffold208.g10,Aurelia
N2.HOG0012449,scaffold164.g16,Aurelia
N2.HOG0012451,scaffold258.g23,Aurelia
N2.HOG0012458,scaffold706.g14,Aurelia
N2.HOG0012463,scaffold358.g17,Aurelia
N2.HOG0012464,scaffold1215.g2,Aurelia
N2.HOG0012472,scaffold190.g3,Aurelia
N2.HOG0012477,scaffold4038.g2,Aurelia
N2.HOG0012484,scaffold7335.g1,Aurelia
N2.HOG0012494,scaffold349.g15,Aurelia
N2.HOG0012499,scaffold1057.g4,Aurelia
N2.HOG0012500,scaffold128.g27,Aurelia
N2.HOG0012502,scaffold107.g9,Aurelia
N2.HOG0012506,scaffold479.g3,Aurelia
N2.HOG0012507,scaffold930.g4,Aurelia
N2.HOG0012512,scaffold928.g5,Aurelia
N2.HOG0012518,scaffold572.g5,Aurelia
N2.HOG0012520,scaffold192.g18,Aurelia
N2.HOG0012540,scaffold1483.g7,Aurelia
N2.HOG0012544,scaffold346.g10,Aurelia
N2.HOG0012546,scaffold254.g11,Aurelia
N2.HOG0012549,scaffold326.g14,Aurelia
N2.HOG0012550,scaffold21.g45,Aurelia
N2.HOG0012551,scaffold398.g4,Aurelia
N2.HOG0012556,scaffold2178.g4,Aurelia
N2.HOG0012560,scaffold4583.g1,Aurelia
N2.HOG0012565,scaffold2334.g1,Aurelia
N2.HOG0012567,scaffold1.g21,Aurelia
N2.HOG0012569,scaffold353.g18,Aurelia
N2.HOG0012571,scaffold2380.g2,Aurelia
N2.HOG0012573,scaffold1299.g7,Aurelia
N2.HOG0012574,scaffold1684.g2,Aurelia
N2.HOG0012575,scaffold947.g6,Aurelia
N2.HOG0012576,scaffold508.g5,Aurelia
N2.HOG0012577,scaffold340.g3,Aurelia
N2.HOG0012581,scaffold981.g5,Aurelia
N2.HOG0012583,scaffold1376.g8,Aurelia
N2.HOG0012585,scaffold911.g6,Aurelia
N2.HOG0012599,scaffold6566.g1,Aurelia
N2.HOG0012603,scaffold897.g6,Aurelia
N2.HOG0012604,scaffold887.g4,Aurelia
N2.HOG0012608,scaffold486.g11,Aurelia
N2.HOG0012609,scaffold160.g2,Aurelia
N2.HOG0012613,scaffold218.g11,Aurelia
N2.HOG0012616,scaffold2469.g4,Aurelia
N2.HOG0012617,scaffold1191.g3,Aurelia
N2.HOG0012618,scaffold927.g5,Aurelia
N2.HOG0012627,scaffold1318.g11,Aurelia
N2.HOG0012630,scaffold319.g6,Aurelia
N2.HOG0012633,scaffold356.g5,Aurelia
N2.HOG0012634,scaffold1589.g4,Aurelia
N2.HOG0012639,scaffold305.g7,Aurelia
N2.HOG0012644,scaffold1070.g4,Aurelia
N2.HOG0012647,scaffold417.g5,Aurelia
N2.HOG0012651,scaffold23.g16,Aurelia
N2.HOG0012656,scaffold4647.g1,Aurelia
N2.HOG0012664,scaffold1646.g4,Aurelia
N2.HOG0012665,scaffold2.g39,Aurelia
N2.HOG0012666,scaffold4.g78,Aurelia
N2.HOG0012667,scaffold910.g6,Aurelia
N2.HOG0012668,scaffold6.g65,Aurelia
N2.HOG0012669,scaffold11.g45,Aurelia
N2.HOG0012670,scaffold12.g9,Aurelia
N2.HOG0012671,scaffold12.g29,Aurelia
N2.HOG0012672,scaffold705.g8,Aurelia
N2.HOG0012673,scaffold16.g39,Aurelia
N2.HOG0012674,scaffold19.g44,Aurelia
N2.HOG0012675,scaffold845.g2,Aurelia
N2.HOG0012676,scaffold21.g44,Aurelia
N2.HOG0012677,scaffold24.g27,Aurelia
N2.HOG0012678,scaffold25.g30,Aurelia
N2.HOG0012679,scaffold28.g6,Aurelia
N2.HOG0012680,scaffold28.g16,Aurelia
N2.HOG0012681,scaffold28.g30,Aurelia
N2.HOG0012682,scaffold2527.g1,Aurelia
N2.HOG0012683,scaffold31.g18,Aurelia
N2.HOG0012684,scaffold35.g41,Aurelia
N2.HOG0012685,scaffold38.g8,Aurelia
N2.HOG0012686,scaffold1226.g1,Aurelia
N2.HOG0012687,scaffold41.g16,Aurelia
N2.HOG0012688,scaffold42.g3,Aurelia
N2.HOG0012689,scaffold42.g18,Aurelia
N2.HOG0012690,scaffold42.g18,Aurelia
N2.HOG0012691,scaffold44.g25,Aurelia
N2.HOG0012692,scaffold45.g17,Aurelia
N2.HOG0012693,scaffold46.g2,Aurelia
N2.HOG0012694,scaffold48.g10,Aurelia
N2.HOG0012697,scaffold2069.g1,Aurelia
N2.HOG0012698,scaffold692.g4,Aurelia
N2.HOG0012699,scaffold1480.g1,Aurelia
N2.HOG0012700,scaffold64.g24,Aurelia
N2.HOG0012701,scaffold70.g21,Aurelia
N2.HOG0012702,scaffold174.g18,Aurelia
N2.HOG0012703,scaffold2930.g2,Aurelia
N2.HOG0012704,scaffold80.g19,Aurelia
N2.HOG0012705,scaffold81.g26,Aurelia
N2.HOG0012706,scaffold82.g6,Aurelia
N2.HOG0012707,scaffold83.g8,Aurelia
N2.HOG0012708,scaffold86.g25,Aurelia
N2.HOG0012709,scaffold90.g25,Aurelia
N2.HOG0012710,scaffold7711.g1,Aurelia
N2.HOG0012711,scaffold532.g2,Aurelia
N2.HOG0012712,scaffold91.g32,Aurelia
N2.HOG0012713,scaffold93.g16,Aurelia
N2.HOG0012714,scaffold98.g30,Aurelia
N2.HOG0012715,scaffold99.g5,Aurelia
N2.HOG0012716,scaffold99.g11,Aurelia
N2.HOG0012717,scaffold102.g11,Aurelia
N2.HOG0012718,scaffold107.g14,Aurelia
N2.HOG0012719,scaffold108.g13,Aurelia
N2.HOG0012720,scaffold111.g29,Aurelia
N2.HOG0012721,scaffold123.g9,Aurelia
N2.HOG0012722,scaffold124.g11,Aurelia
N2.HOG0012723,scaffold395.g6,Aurelia
N2.HOG0012724,scaffold126.g5,Aurelia
N2.HOG0012725,scaffold131.g10,Aurelia
N2.HOG0012726,scaffold131.g18,Aurelia
N2.HOG0012727,scaffold132.g33,Aurelia
N2.HOG0012728,scaffold133.g14,Aurelia
N2.HOG0012729,scaffold1438.g1,Aurelia
N2.HOG0012730,scaffold135.g5,Aurelia
N2.HOG0012731,scaffold138.g14,Aurelia
N2.HOG0012732,scaffold514.g1,Aurelia
N2.HOG0012733,scaffold1028.g7,Aurelia
N2.HOG0012734,scaffold142.g30,Aurelia
N2.HOG0012735,scaffold143.g21,Aurelia
N2.HOG0012736,scaffold147.g24,Aurelia
N2.HOG0012737,scaffold149.g7,Aurelia
N2.HOG0012738,scaffold1636.g1,Aurelia
N2.HOG0012739,scaffold154.g34,Aurelia
N2.HOG0012740,scaffold1157.g1,Aurelia
N2.HOG0012741,scaffold166.g22,Aurelia
N2.HOG0012742,scaffold174.g11,Aurelia
N2.HOG0012743,scaffold175.g4,Aurelia
N2.HOG0012744,scaffold189.g19,Aurelia
N2.HOG0012745,scaffold3967.g2,Aurelia
N2.HOG0012746,scaffold201.g22,Aurelia
N2.HOG0012747,scaffold219.g10,Aurelia
N2.HOG0012748,scaffold228.g50,Aurelia
N2.HOG0012749,scaffold229.g9,Aurelia
N2.HOG0012750,scaffold232.g14,Aurelia
N2.HOG0012751,scaffold238.g17,Aurelia
N2.HOG0012752,scaffold246.g1,Aurelia
N2.HOG0012753,scaffold2309.g1,Aurelia
N2.HOG0012754,scaffold2344.g4,Aurelia
N2.HOG0012755,scaffold274.g2,Aurelia
N2.HOG0012756,scaffold275.g17,Aurelia
N2.HOG0012757,scaffold278.g11,Aurelia
N2.HOG0012758,scaffold282.g4,Aurelia
N2.HOG0012759,scaffold507.g7,Aurelia
N2.HOG0012760,scaffold285.g13,Aurelia
N2.HOG0012761,scaffold286.g13,Aurelia
N2.HOG0012762,scaffold3107.g1,Aurelia
N2.HOG0012763,scaffold341.g15,Aurelia
N2.HOG0012764,scaffold306.g9,Aurelia
N2.HOG0012765,scaffold306.g20,Aurelia
N2.HOG0012766,scaffold323.g4,Aurelia
N2.HOG0012767,scaffold327.g13,Aurelia
N2.HOG0012768,scaffold339.g20,Aurelia
N2.HOG0012769,scaffold343.g11,Aurelia
N2.HOG0012770,scaffold345.g9,Aurelia
N2.HOG0012771,scaffold355.g6,Aurelia
N2.HOG0012772,scaffold373.g12,Aurelia
N2.HOG0012773,scaffold379.g4,Aurelia
N2.HOG0012774,scaffold2056.g4,Aurelia
N2.HOG0012775,scaffold1370.g6,Aurelia
N2.HOG0012776,scaffold398.g6,Aurelia
N2.HOG0012777,scaffold956.g13,Aurelia
N2.HOG0012778,scaffold416.g2,Aurelia
N2.HOG0012779,scaffold418.g18,Aurelia
N2.HOG0012780,scaffold419.g3,Aurelia
N2.HOG0012781,scaffold426.g6,Aurelia
N2.HOG0012782,scaffold1438.g7,Aurelia
N2.HOG0012783,scaffold1645.g6,Aurelia
N2.HOG0012784,scaffold458.g10,Aurelia
N2.HOG0012785,scaffold458.g17,Aurelia
N2.HOG0012786,scaffold461.g2,Aurelia
N2.HOG0012787,scaffold463.g2,Aurelia
N2.HOG0012788,scaffold480.g6,Aurelia
N2.HOG0012789,scaffold481.g13,Aurelia
N2.HOG0012790,scaffold482.g11,Aurelia
N2.HOG0012791,scaffold733.g10,Aurelia
N2.HOG0012792,scaffold489.g12,Aurelia
N2.HOG0012793,scaffold2250.g1,Aurelia
N2.HOG0012794,scaffold504.g17,Aurelia
N2.HOG0012795,scaffold506.g13,Aurelia
N2.HOG0012796,scaffold507.g9,Aurelia
N2.HOG0012797,scaffold510.g2,Aurelia
N2.HOG0012798,scaffold511.g3,Aurelia
N2.HOG0012799,scaffold519.g6,Aurelia
N2.HOG0012800,scaffold521.g11,Aurelia
N2.HOG0012801,scaffold523.g3,Aurelia
N2.HOG0012802,scaffold1031.g3,Aurelia
N2.HOG0012803,scaffold527.g8,Aurelia
N2.HOG0012804,scaffold531.g1,Aurelia
N2.HOG0012805,scaffold537.g5,Aurelia
N2.HOG0012806,scaffold551.g2,Aurelia
N2.HOG0012807,scaffold596.g10,Aurelia
N2.HOG0012808,scaffold556.g2,Aurelia
N2.HOG0012809,scaffold561.g1,Aurelia
N2.HOG0012810,scaffold577.g9,Aurelia
N2.HOG0012811,scaffold578.g3,Aurelia
N2.HOG0012812,scaffold591.g6,Aurelia
N2.HOG0012813,scaffold601.g5,Aurelia
N2.HOG0012814,scaffold604.g3,Aurelia
N2.HOG0012815,scaffold605.g8,Aurelia
N2.HOG0012816,scaffold606.g5,Aurelia
N2.HOG0012817,scaffold627.g10,Aurelia
N2.HOG0012818,scaffold1440.g1,Aurelia
N2.HOG0012819,scaffold654.g2,Aurelia
N2.HOG0012820,scaffold654.g6,Aurelia
N2.HOG0012821,scaffold4018.g1,Aurelia
N2.HOG0012822,scaffold654.g7,Aurelia
N2.HOG0012823,scaffold659.g8,Aurelia
N2.HOG0012824,scaffold668.g11,Aurelia
N2.HOG0012825,scaffold722.g3,Aurelia
N2.HOG0012826,scaffold729.g7,Aurelia
N2.HOG0012827,scaffold731.g1,Aurelia
N2.HOG0012828,scaffold743.g10,Aurelia
N2.HOG0012829,scaffold770.g5,Aurelia
N2.HOG0012830,scaffold774.g4,Aurelia
N2.HOG0012831,scaffold794.g1,Aurelia
N2.HOG0012832,scaffold803.g8,Aurelia
N2.HOG0012833,scaffold838.g1,Aurelia
N2.HOG0012834,scaffold861.g3,Aurelia
N2.HOG0012835,scaffold871.g1,Aurelia
N2.HOG0012836,scaffold887.g6,Aurelia
N2.HOG0012837,scaffold1840.g2,Aurelia
N2.HOG0012838,scaffold919.g3,Aurelia
N2.HOG0012839,scaffold941.g3,Aurelia
N2.HOG0012840,scaffold954.g3,Aurelia
N2.HOG0012841,scaffold1053.g7,Aurelia
N2.HOG0012842,scaffold1055.g2,Aurelia
N2.HOG0012843,scaffold1069.g3,Aurelia
N2.HOG0012844,scaffold1101.g5,Aurelia
N2.HOG0012845,scaffold1107.g5,Aurelia
N2.HOG0012846,scaffold1119.g8,Aurelia
N2.HOG0012847,scaffold1122.g3,Aurelia
N2.HOG0012848,scaffold1174.g1,Aurelia
N2.HOG0012849,scaffold1796.g6,Aurelia
N2.HOG0012850,scaffold1183.g3,Aurelia
N2.HOG0012851,scaffold2765.g2,Aurelia
N2.HOG0012852,scaffold1219.g1,Aurelia
N2.HOG0012853,scaffold1225.g1,Aurelia
N2.HOG0012854,scaffold1230.g4,Aurelia
N2.HOG0012855,scaffold1233.g2,Aurelia
N2.HOG0012856,scaffold1234.g1,Aurelia
N2.HOG0012857,scaffold1237.g4,Aurelia
N2.HOG0012858,scaffold1252.g3,Aurelia
N2.HOG0012859,scaffold1255.g6,Aurelia
N2.HOG0012860,scaffold1265.g4,Aurelia
N2.HOG0012861,scaffold1998.g2,Aurelia
N2.HOG0012862,scaffold1314.g3,Aurelia
N2.HOG0012863,scaffold1343.g5,Aurelia
N2.HOG0012864,scaffold1345.g2,Aurelia
N2.HOG0012865,scaffold1360.g4,Aurelia
N2.HOG0012866,scaffold1380.g12,Aurelia
N2.HOG0012867,scaffold1459.g1,Aurelia
N2.HOG0012868,scaffold5511.g1,Aurelia
N2.HOG0012869,scaffold1470.g3,Aurelia
N2.HOG0012870,scaffold1494.g5,Aurelia
N2.HOG0012871,scaffold1572.g7,Aurelia
N2.HOG0012872,scaffold1586.g3,Aurelia
N2.HOG0012873,scaffold2432.g3,Aurelia
N2.HOG0012874,scaffold1624.g6,Aurelia
N2.HOG0012875,scaffold1666.g1,Aurelia
N2.HOG0012876,scaffold1698.g5,Aurelia
N2.HOG0012877,scaffold1703.g2,Aurelia
N2.HOG0012878,scaffold1704.g4,Aurelia
N2.HOG0012879,scaffold1732.g4,Aurelia
N2.HOG0012880,scaffold1744.g2,Aurelia
N2.HOG0012881,scaffold1750.g2,Aurelia
N2.HOG0012882,scaffold1801.g1,Aurelia
N2.HOG0012883,scaffold1815.g4,Aurelia
N2.HOG0012884,scaffold1819.g2,Aurelia
N2.HOG0012885,scaffold1992.g1,Aurelia
N2.HOG0012886,scaffold2064.g1,Aurelia
N2.HOG0012887,scaffold2073.g4,Aurelia
N2.HOG0012888,scaffold2201.g1,Aurelia
N2.HOG0012889,scaffold2214.g4,Aurelia
N2.HOG0012890,scaffold2223.g1,Aurelia
N2.HOG0012891,scaffold2317.g4,Aurelia
N2.HOG0012892,scaffold4545.g1,Aurelia
N2.HOG0012893,scaffold2462.g2,Aurelia
N2.HOG0012894,scaffold2641.g1,Aurelia
N2.HOG0012895,scaffold2742.g2,Aurelia
N2.HOG0012896,scaffold2857.g2,Aurelia
N2.HOG0012897,scaffold2884.g3,Aurelia
N2.HOG0012899,scaffold3249.g2,Aurelia
N2.HOG0012900,scaffold3442.g2,Aurelia
N2.HOG0012902,scaffold3568.g1,Aurelia
N2.HOG0012903,scaffold5502.g1,Aurelia
N2.HOG0012904,scaffold4186.g2,Aurelia
N2.HOG0012905,scaffold6500.g1,Aurelia
N2.HOG0013204,scaffold387.g11,Aurelia
N2.HOG0013205,scaffold301.g14,Aurelia
N2.HOG0013207,scaffold2.g59,Aurelia
N2.HOG0013209,scaffold417.g7,Aurelia
N2.HOG0013210,scaffold10.g229,Aurelia
N2.HOG0013213,scaffold1620.g2,Aurelia
N2.HOG0013215,scaffold254.g20,Aurelia
N2.HOG0013216,scaffold2012.g1,Aurelia
N2.HOG0013217,scaffold51.g41,Aurelia
N2.HOG0013226,scaffold567.g9,Aurelia
N2.HOG0013228,scaffold993.g7,Aurelia
N2.HOG0013231,scaffold558.g1,Aurelia
N2.HOG0013232,scaffold2265.g1,Aurelia
N2.HOG0013234,scaffold141.g2,Aurelia
