# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SRR8101518/Aligned.out.sam" "results/star/mapping/SRR8101523/Aligned.out.sam" "results/star/mapping/SRR8101526/Aligned.out.sam" "results/star/mapping/SRR8101525/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SRR8101518/Aligned.out.sam	results/star/mapping/SRR8101523/Aligned.out.sam	results/star/mapping/SRR8101526/Aligned.out.sam	results/star/mapping/SRR8101525/Aligned.out.sam
comp38873_c0	comp38873_c0_seq1	1	708	-	708	15	0	3	2
comp38875_c0	comp38875_c0_seq1	1	532	-	532	0	1	13	466
comp38878_c1	comp38878_c1_seq1	1	1336	-	1336	1081	1184	712	921
comp38879_c0	comp38879_c0_seq1	1	619	-	619	31906	5732	16755	26898
comp38879_c1	comp38879_c1_seq1	1	949	-	949	44368	7944	23546	38411
comp38882_c0	comp38882_c0_seq1	1	993	-	993	4	83	50	11
comp38886_c0	comp38886_c0_seq1	1	495	-	495	1	3	5	5
comp38887_c0	comp38887_c0_seq1	1	350	-	350	3	17	1	5
comp38890_c1	comp38890_c1_seq1	1	721	-	721	0	0	0	0
comp38894_c0	comp38894_c0_seq1	1	319	-	319	3	3	6	3
comp38896_c0	comp38896_c0_seq1	1	1051	-	1051	90	82	64	62
comp38913_c0	comp38913_c0_seq1	1	299	-	299	1	0	0	1
comp38915_c0	comp38915_c0_seq1	1	461	-	461	13	17	10	8
comp38921_c0	comp38921_c0_seq1	1	1567	-	1567	29	31	38	55
comp38929_c0	comp38929_c0_seq1	1	323	-	323	0	0	0	0
comp38940_c0	comp38940_c0_seq1	1	1054	-	1054	17	2	287	44
comp38975_c0	comp38975_c0_seq1	1	509	-	509	0	0	0	0
comp38977_c1	comp38977_c1_seq1	1	2272	-	2272	17114	10638	17550	18147
comp39004_c0	comp39004_c0_seq1	1	774	-	774	10	1	2	52
comp39005_c0	comp39005_c0_seq1	1	2099	-	2099	3897	5134	3877	3980
comp39033_c0	comp39033_c0_seq2	1	1101	-	1101	0	0	0	0
comp39038_c0	comp39038_c0_seq1	1	448	-	448	4	1	3	2
comp39059_c0	comp39059_c0_seq1	1	898	-	898	342	377	571	411
comp39060_c0	comp39060_c0_seq1	1	760	-	760	18	15	9	26
comp39060_c2	comp39060_c2_seq1	1	715	-	715	21	13	14	18
comp39067_c0	comp39067_c0_seq1	1	1544	-	1544	8192	3011	3814	1477
comp39074_c0	comp39074_c0_seq1	1	3161	-	3161	420	259	333	431
comp39080_c1	comp39080_c1_seq1	1	1961	-	1961	37	7	1	12
comp39092_c0	comp39092_c0_seq1	1	883	-	883	26	21	16	20
comp39100_c0	comp39100_c0_seq1	1	1082	-	1082	20	27	18	22
comp39100_c1	comp39100_c1_seq2	1	821	-	821	12	15	20	17
comp39107_c0	comp39107_c0_seq1	1	1623	-	1623	2358	912	1343	1244
comp39110_c0	comp39110_c0_seq1	1	484	-	484	16	19	13	14
comp39115_c0	comp39115_c0_seq2	1	3191	-	3191	766	770	1023	1162
comp39119_c0	comp39119_c0_seq1	1	1696	-	1696	2	0	0	2
comp39131_c0	comp39131_c0_seq1	1	533	-	533	0	0	0	0
comp39131_c1	comp39131_c1_seq1	1	354	-	354	0	0	0	0
comp39142_c1	comp39142_c1_seq1	1	343	-	343	0	4	0	0
comp39148_c0	comp39148_c0_seq1	1	1168	-	1168	1147	709	812	561
comp39150_c0	comp39150_c0_seq1	1	313	-	313	2	4	2	1
comp39164_c0	comp39164_c0_seq1	1	729	-	729	978	818	876	1459
comp39167_c0	comp39167_c0_seq1	1	1219	-	1219	0	0	0	0
comp39167_c1	comp39167_c1_seq1	1	741	-	741	0	0	0	0
comp39167_c2	comp39167_c2_seq1	1	1119	-	1119	0	0	0	0
comp39167_c3	comp39167_c3_seq1	1	397	-	397	0	0	0	0
comp39170_c0	comp39170_c0_seq1	1	1554	-	1554	285	479	293	314
comp39192_c0	comp39192_c0_seq1	1	1134	-	1134	3907	1506	1232	4667
comp39192_c1	comp39192_c1_seq1	1	1801	-	1801	10337	4216	3518	13357
comp39196_c0	comp39196_c0_seq1	1	4062	-	4062	3018	3466	2846	3110
comp39216_c0	comp39216_c0_seq1	1	337	-	337	0	0	3	2
comp39218_c0	comp39218_c0_seq1	1	394	-	394	7	5	8	15
comp39234_c0	comp39234_c0_seq1	1	1367	-	1367	911	606	1011	1104
comp39253_c0	comp39253_c0_seq2	1	1888	-	1888	212	146	150	170
comp39260_c0	comp39260_c0_seq1	1	1513	-	1513	91	77	68	62
comp39262_c0	comp39262_c0_seq2	1	1467	-	1467	728	221	268	267
comp39266_c1	comp39266_c1_seq1	1	2541	-	2541	400	387	325	425
comp39284_c0	comp39284_c0_seq1	1	1235	-	1235	60	675	139	35
comp39284_c1	comp39284_c1_seq1	1	1068	-	1068	41	406	57	14
comp39310_c0	comp39310_c0_seq1	1	5205	-	5205	7026	5358	6595	8590
comp39322_c0	comp39322_c0_seq1	1	2942	-	2942	1181	530	505	414
comp39329_c0	comp39329_c0_seq1	1	3238	-	3238	807	123	212	178
comp39352_c1	comp39352_c1_seq2	1	6232	-	6232	2358	1426	2487	1998
comp39357_c0	comp39357_c0_seq1	1	1535	-	1535	479	415	565	732
comp39359_c0	comp39359_c0_seq1	1	1556	-	1556	599	133	575	503
comp39361_c0	comp39361_c0_seq1	1	1390	-	1390	2055	565	1009	3399
comp39409_c0	comp39409_c0_seq1	1	1616	-	1616	50	68	56	51
comp39417_c0	comp39417_c0_seq1	1	1086	-	1086	25	0	0	1
comp39421_c0	comp39421_c0_seq1	1	2113	-	2113	46	13	4	26
comp39425_c1	comp39425_c1_seq1	1	377	-	377	3	0	3	1
comp39426_c0	comp39426_c0_seq1	1	14241	-	14241	78925	45222	26777	13740
comp39430_c0	comp39430_c0_seq1	1	830	-	830	2	8	6	49
comp39442_c0	comp39442_c0_seq1	1	2816	-	2816	1187	1839	2250	2020
comp39452_c0	comp39452_c0_seq1	1	1097	-	1097	0	0	0	0
comp39453_c1	comp39453_c1_seq1	1	298	-	298	0	0	0	0
comp39454_c0	comp39454_c0_seq1	1	805	-	805	340	200	390	396
comp39465_c0	comp39465_c0_seq1	1	2957	-	2957	48	2067	437	285
comp39472_c0	comp39472_c0_seq1	1	1078	-	1078	379	286	560	541
comp39474_c0	comp39474_c0_seq1	1	892	-	892	12	11	1	12
comp39480_c0	comp39480_c0_seq2	1	860	-	860	3	3	4	1
comp39482_c1	comp39482_c1_seq1	1	322	-	322	0	0	0	0
comp39511_c0	comp39511_c0_seq1	1	410	-	410	1	2	1	1
comp39512_c0	comp39512_c0_seq1	1	1155	-	1155	0	1	29	48
comp39515_c0	comp39515_c0_seq1	1	1728	-	1728	70	72	111	79
comp39520_c1	comp39520_c1_seq1	1	1059	-	1059	1	6	2	22
comp39527_c0	comp39527_c0_seq1	1	1893	-	1893	7	7	250	56
comp39539_c0	comp39539_c0_seq1	1	332	-	332	0	0	0	2
comp39551_c0	comp39551_c0_seq1	1	410	-	410	7	2	3	3
comp39552_c0	comp39552_c0_seq1	1	494	-	494	3	2	1	3
comp39558_c0	comp39558_c0_seq1	1	1056	-	1056	24	1	102	12
comp39571_c0	comp39571_c0_seq1	1	2531	-	2531	75	34	49	33
comp39571_c1	comp39571_c1_seq1	1	870	-	870	18	37	18	9
comp39577_c0	comp39577_c0_seq1	1	533	-	533	0	0	0	0
comp39582_c0	comp39582_c0_seq1	1	1714	-	1714	116	96	130	130
comp39589_c0	comp39589_c0_seq1	1	1274	-	1274	1	22	129	100
comp39611_c0	comp39611_c0_seq1	1	2449	-	2449	2839	1391	2638	3380
comp39617_c0	comp39617_c0_seq3	1	304	-	304	9	10	14	31
comp39624_c0	comp39624_c0_seq1	1	1176	-	1176	140	124	135	139
comp39630_c0	comp39630_c0_seq1	1	5967	-	5967	7783	3851	6880	8684
comp39650_c0	comp39650_c0_seq1	1	375	-	375	1	0	0	2
comp39650_c1	comp39650_c1_seq2	1	2002	-	2002	9	3	6	27
comp39675_c1	comp39675_c1_seq1	1	1008	-	1008	0	0	0	0
comp39689_c0	comp39689_c0_seq1	1	2525	-	2525	560	397	778	840
comp39695_c0	comp39695_c0_seq1	1	1182	-	1182	37	12	19	56
comp39707_c0	comp39707_c0_seq1	1	357	-	357	13	5	3	4
comp39714_c0	comp39714_c0_seq1	1	320	-	320	0	0	0	0
comp39725_c0	comp39725_c0_seq1	1	3099	-	3099	98	56	166	33
comp39725_c1	comp39725_c1_seq2	1	1636	-	1636	54	30	62	20
comp39728_c1	comp39728_c1_seq1	1	2341	-	2341	618	1360	4151	2518
comp39730_c0	comp39730_c0_seq1	1	797	-	797	17	16	33	10
comp39730_c1	comp39730_c1_seq1	1	838	-	838	14	22	28	11
comp39743_c0	comp39743_c0_seq1	1	489	-	489	0	0	0	0
comp39759_c0	comp39759_c0_seq1	1	689	-	689	5	1	173	60
comp39760_c0	comp39760_c0_seq1	1	330	-	330	1	0	0	1
comp39790_c0	comp39790_c0_seq3	1	379	-	379	3	27	16	1
comp39796_c0	comp39796_c0_seq3	1	669	-	669	26	27	38	37
comp39801_c0	comp39801_c0_seq2	1	3901	-	3901	5199	4361	5721	6894
comp39807_c0	comp39807_c0_seq2	1	1831	-	1831	27	31	107	35
comp39811_c0	comp39811_c0_seq1	1	299	-	299	0	1	2	1
comp39819_c0	comp39819_c0_seq1	1	2955	-	2955	376	142	1110	209
comp39830_c0	comp39830_c0_seq1	1	786	-	786	0	0	0	0
comp39853_c0	comp39853_c0_seq1	1	319	-	319	0	0	0	0
comp39858_c0	comp39858_c0_seq1	1	1010	-	1010	202	876	74	138
comp39867_c0	comp39867_c0_seq1	1	1381	-	1381	136	415	27	153
comp39873_c1	comp39873_c1_seq1	1	362	-	362	3	1	3	1
comp39875_c0	comp39875_c0_seq1	1	490	-	490	3	4	2	12
comp39889_c0	comp39889_c0_seq1	1	555	-	555	1	0	2	2
comp39892_c0	comp39892_c0_seq4	1	1911	-	1911	58	1453	656	231
comp39894_c0	comp39894_c0_seq1	1	304	-	304	2	3	3	3
comp39902_c0	comp39902_c0_seq1	1	1378	-	1378	13	24	29	109
comp39905_c1	comp39905_c1_seq1	1	320	-	320	0	1	0	0
comp39912_c0	comp39912_c0_seq1	1	2267	-	2267	190	16	704	124
comp39920_c0	comp39920_c0_seq1	1	322	-	322	1	1	3	6
comp39927_c0	comp39927_c0_seq1	1	624	-	624	4	2	3	3
comp39933_c0	comp39933_c0_seq1	1	1153	-	1153	703	108	328	278
comp39938_c0	comp39938_c0_seq1	1	321	-	321	0	0	0	0
comp39939_c0	comp39939_c0_seq1	1	1697	-	1697	947	240	486	448
comp39948_c0	comp39948_c0_seq1	1	2618	-	2618	466	362	418	522
comp39964_c0	comp39964_c0_seq2	1	874	-	874	290	93	182	92
comp39966_c1	comp39966_c1_seq1	1	395	-	395	7	1	3	8
comp39979_c0	comp39979_c0_seq1	1	4520	-	4520	2330	536	2817	2931
comp39992_c0	comp39992_c0_seq1	1	378	-	378	5	0	4	0
comp39994_c0	comp39994_c0_seq1	1	867	-	867	17	41	13	8
comp40000_c0	comp40000_c0_seq1	1	2463	-	2463	348	375	483	398
comp40028_c1	comp40028_c1_seq1	1	372	-	372	7	32	3	2
comp40037_c0	comp40037_c0_seq1	1	574	-	574	3	15	40	10
comp40046_c0	comp40046_c0_seq1	1	2946	-	2946	471	367	397	492
comp40066_c1	comp40066_c1_seq1	1	3313	-	3313	1258	1601	1238	1043
comp40079_c0	comp40079_c0_seq1	1	2510	-	2510	381	369	436	437
comp40085_c0	comp40085_c0_seq1	1	4298	-	4298	2273	1149	1784	1791
comp40089_c0	comp40089_c0_seq1	1	343	-	343	2	0	0	1
comp40090_c0	comp40090_c0_seq1	1	412	-	412	4	3	1	4
comp40105_c0	comp40105_c0_seq1	1	317	-	317	6	1	1	5
comp40112_c0	comp40112_c0_seq1	1	1910	-	1910	344	420	694	671
comp40119_c0	comp40119_c0_seq1	1	3557	-	3557	844	1234	846	852
comp40125_c1	comp40125_c1_seq1	1	2350	-	2350	363	292	267	271
comp40132_c0	comp40132_c0_seq1	1	693	-	693	0	1	2	10
comp40135_c0	comp40135_c0_seq1	1	614	-	614	0	9	32	11
comp40145_c2	comp40145_c2_seq1	1	386	-	386	1	0	0	1
comp40149_c0	comp40149_c0_seq1	1	2256	-	2256	381	362	417	581
comp40162_c0	comp40162_c0_seq1	1	511	-	511	0	0	0	0
comp40167_c0	comp40167_c0_seq1	1	313	-	313	0	0	4	0
comp40178_c0	comp40178_c0_seq1	1	358	-	358	0	0	0	0
comp40186_c0	comp40186_c0_seq1	1	311	-	311	0	0	0	0
comp40190_c0	comp40190_c0_seq1	1	301	-	301	3	3	1	1
comp40197_c0	comp40197_c0_seq1	1	343	-	343	2	0	12	1
comp40197_c1	comp40197_c1_seq1	1	449	-	449	3	4	30	8
comp40199_c0	comp40199_c0_seq1	1	1958	-	1958	189	195	192	216
comp40211_c0	comp40211_c0_seq1	1	995	-	995	45340	1228	10245	33380
comp40218_c1	comp40218_c1_seq1	1	914	-	914	721	1664	447	563
comp40224_c0	comp40224_c0_seq1	1	508	-	508	7	16	1	2
comp40237_c0	comp40237_c0_seq1	1	366	-	366	2	0	1	2
comp40249_c0	comp40249_c0_seq1	1	1982	-	1982	770	614	956	1013
comp40258_c0	comp40258_c0_seq1	1	609	-	609	5	20	5	7
comp40259_c0	comp40259_c0_seq1	1	1961	-	1961	136	92	95	121
comp40271_c0	comp40271_c0_seq1	1	493	-	493	1	2	4	3
comp40276_c0	comp40276_c0_seq1	1	2469	-	2469	1751	1030	1344	1678
comp40276_c1	comp40276_c1_seq1	1	3272	-	3272	1900	1113	1464	1806
comp40283_c0	comp40283_c0_seq1	1	2881	-	2881	236	251	243	228
comp40309_c0	comp40309_c0_seq1	1	559	-	559	9	7	13	6
comp40309_c1	comp40309_c1_seq1	1	1490	-	1490	348	402	460	575
comp40344_c0	comp40344_c0_seq1	1	441	-	441	0	0	0	0
comp40357_c1	comp40357_c1_seq1	1	672	-	672	3	2	3	7
comp40359_c0	comp40359_c0_seq1	1	451	-	451	3	0	2	6
comp40361_c0	comp40361_c0_seq1	1	397	-	397	9	11	10	3
comp40363_c1	comp40363_c1_seq1	1	3139	-	3139	100	713	311	249
comp40379_c0	comp40379_c0_seq1	1	2371	-	2371	266	231	211	224
comp40385_c0	comp40385_c0_seq1	1	640	-	640	0	0	0	0
comp40396_c1	comp40396_c1_seq1	1	646	-	646	3	0	14	11
comp40413_c0	comp40413_c0_seq1	1	754	-	754	21	0	1	0
comp40417_c0	comp40417_c0_seq1	1	1843	-	1843	77	2	203	14
comp40417_c1	comp40417_c1_seq1	1	531	-	531	12	0	38	2
comp40417_c2	comp40417_c2_seq1	1	1463	-	1463	42	1	132	5
comp40425_c1	comp40425_c1_seq1	1	585	-	585	14	5	9	16
comp40437_c0	comp40437_c0_seq2	1	2252	-	2252	132	84	103	95
comp40438_c0	comp40438_c0_seq4	1	2310	-	2310	521	575	648	616
comp40448_c0	comp40448_c0_seq1	1	4279	-	4279	660	395	500	513
comp40457_c0	comp40457_c0_seq1	1	1212	-	1212	243	274	211	218
comp40469_c0	comp40469_c0_seq1	1	2038	-	2038	43	285	468	300
comp40489_c0	comp40489_c0_seq1	1	728	-	728	4	1	6	4
comp40490_c0	comp40490_c0_seq1	1	1424	-	1424	132	148	129	152
comp40494_c0	comp40494_c0_seq1	1	433	-	433	41	0	0	4
comp40498_c0	comp40498_c0_seq2	1	3389	-	3389	786	279	1025	1398
comp40500_c0	comp40500_c0_seq2	1	1294	-	1294	227	92	232	154
comp40511_c0	comp40511_c0_seq1	1	305	-	305	0	0	0	0
comp40516_c0	comp40516_c0_seq1	1	397	-	397	0	0	0	0
comp40518_c0	comp40518_c0_seq1	1	1377	-	1377	395	189	274	308
comp40522_c0	comp40522_c0_seq1	1	654	-	654	177	0	23	1
comp40522_c1	comp40522_c1_seq1	1	305	-	305	44	0	6	1
comp40552_c0	comp40552_c0_seq1	1	581	-	581	1	1	1	3
comp40556_c2	comp40556_c2_seq1	1	822	-	822	5	1	3	3
comp40568_c0	comp40568_c0_seq1	1	345	-	345	3	2	7	72
comp40584_c0	comp40584_c0_seq1	1	947	-	947	167	180	134	75
comp40594_c0	comp40594_c0_seq1	1	2609	-	2609	0	1	0	1
comp40602_c0	comp40602_c0_seq1	1	329	-	329	0	1	14	2
comp40606_c0	comp40606_c0_seq1	1	5606	-	5606	2024	1053	1768	2109
comp40613_c0	comp40613_c0_seq1	1	515	-	515	1	0	7	5
comp40626_c0	comp40626_c0_seq1	1	2941	-	2941	540	522	521	605
comp40630_c0	comp40630_c0_seq1	1	1438	-	1438	48	118	246	187
comp40635_c0	comp40635_c0_seq1	1	343	-	343	2	2	1	0
comp40636_c0	comp40636_c0_seq2	1	3699	-	3699	531	559	465	391
comp40647_c1	comp40647_c1_seq1	1	625	-	625	9	6	6	16
comp40648_c0	comp40648_c0_seq1	1	530	-	530	7	2	16	6
comp40650_c0	comp40650_c0_seq2	1	3162	-	3162	217	292	243	262
comp40658_c0	comp40658_c0_seq1	1	3122	-	3122	888	821	849	537
comp40667_c0	comp40667_c0_seq1	1	464	-	464	4	4	8	8
comp40675_c0	comp40675_c0_seq1	1	314	-	314	0	0	0	1
comp40693_c0	comp40693_c0_seq2	1	1262	-	1262	88	79	81	44
comp40702_c0	comp40702_c0_seq1	1	2561	-	2561	273	282	282	297
comp40723_c0	comp40723_c0_seq1	1	1889	-	1889	428	175	550	338
comp40742_c0	comp40742_c0_seq1	1	513	-	513	3	6	4	4
comp40747_c0	comp40747_c0_seq1	1	732	-	732	0	131	8	2
comp40747_c1	comp40747_c1_seq1	1	405	-	405	0	156	15	2
comp40758_c0	comp40758_c0_seq1	1	553	-	553	134	0	0	8
comp40763_c0	comp40763_c0_seq1	1	360	-	360	14	21	39	28
comp40767_c0	comp40767_c0_seq1	1	461	-	461	0	1	0	0
comp40769_c0	comp40769_c0_seq1	1	1499	-	1499	146	1	1523	346
comp40781_c0	comp40781_c0_seq1	1	421	-	421	2	1	3	3
comp40793_c0	comp40793_c0_seq1	1	359	-	359	6	9	5	5
comp40793_c1	comp40793_c1_seq1	1	317	-	317	10	2	1	1
comp40818_c0	comp40818_c0_seq1	1	297	-	297	1	0	1	1
comp40820_c0	comp40820_c0_seq1	1	4023	-	4023	1699	651	667	782
comp40825_c0	comp40825_c0_seq1	1	983	-	983	106	153	115	130
comp40845_c0	comp40845_c0_seq1	1	427	-	427	2	6	0	3
comp40847_c0	comp40847_c0_seq2	1	1750	-	1750	524	334	362	183
comp40852_c1	comp40852_c1_seq1	1	390	-	390	2	3	4	9
comp40853_c0	comp40853_c0_seq1	1	898	-	898	12	8	28	13
comp40854_c0	comp40854_c0_seq1	1	3893	-	3893	16	12	134	128
comp40856_c0	comp40856_c0_seq1	1	454	-	454	3	0	5	1
comp40867_c0	comp40867_c0_seq1	1	1975	-	1975	850	272	312	332
comp40870_c0	comp40870_c0_seq1	1	2249	-	2249	266	276	93	59
comp40879_c0	comp40879_c0_seq1	1	400	-	400	1	0	3	0
comp40892_c0	comp40892_c0_seq1	1	6975	-	6975	921	2758	1362	1652
comp40896_c1	comp40896_c1_seq1	1	780	-	780	114	19	20	36
comp40907_c1	comp40907_c1_seq1	1	368	-	368	0	0	1	2
comp40910_c0	comp40910_c0_seq2	1	2455	-	2455	314	304	291	234
comp40913_c0	comp40913_c0_seq1	1	2480	-	2480	138	187	168	202
comp40924_c0	comp40924_c0_seq1	1	3174	-	3174	1080	747	557	705
comp40931_c0	comp40931_c0_seq1	1	3295	-	3295	1154	1220	924	951
comp40940_c0	comp40940_c0_seq1	1	1552	-	1552	152	163	109	134
comp40946_c0	comp40946_c0_seq1	1	2188	-	2188	180	192	115	150
comp40952_c1	comp40952_c1_seq1	1	418	-	418	1	3	3	3
comp40954_c0	comp40954_c0_seq1	1	644	-	644	12	16	29	6
comp40974_c0	comp40974_c0_seq1	1	325	-	325	1	1	1	0
comp40998_c0	comp40998_c0_seq1	1	1339	-	1339	175	205	255	277
comp41004_c0	comp41004_c0_seq1	1	2276	-	2276	196	315	245	246
comp41008_c0	comp41008_c0_seq1	1	458	-	458	4	19	9	2
comp41008_c2	comp41008_c2_seq1	1	487	-	487	12	18	18	5
comp41015_c0	comp41015_c0_seq1	1	302	-	302	1	0	2	1
comp41015_c1	comp41015_c1_seq1	1	926	-	926	3	6	10	3
comp41036_c0	comp41036_c0_seq1	1	463	-	463	2	52	13	4
comp41047_c0	comp41047_c0_seq1	1	1505	-	1505	144	168	185	163
comp41049_c0	comp41049_c0_seq4	1	1198	-	1198	120	104	100	122
comp41055_c0	comp41055_c0_seq1	1	572	-	572	50	8	13	9
comp41066_c0	comp41066_c0_seq1	1	505	-	505	3	6	8	5
comp41066_c1	comp41066_c1_seq1	1	568	-	568	4	4	4	2
comp41072_c0	comp41072_c0_seq1	1	430	-	430	3	4	21	10
comp41073_c1	comp41073_c1_seq1	1	1675	-	1675	53	23	17	67
comp41086_c0	comp41086_c0_seq1	1	403	-	403	3	38	7	3
comp41088_c1	comp41088_c1_seq1	1	526	-	526	6	2	7	5
comp41105_c0	comp41105_c0_seq1	1	981	-	981	89	73	70	66
comp41130_c0	comp41130_c0_seq1	1	2284	-	2284	213	124	149	143
comp41137_c0	comp41137_c0_seq1	1	1698	-	1698	0	0	0	5
comp41142_c1	comp41142_c1_seq1	1	340	-	340	3	1	9	22
comp41145_c0	comp41145_c0_seq1	1	953	-	953	16	197	1	6
comp41151_c0	comp41151_c0_seq1	1	378	-	378	0	0	86	0
comp41151_c1	comp41151_c1_seq1	1	306	-	306	0	0	88	0
comp41156_c0	comp41156_c0_seq2	1	2270	-	2270	358	293	541	564
comp41162_c0	comp41162_c0_seq1	1	333	-	333	3	36	6	0
comp41169_c0	comp41169_c0_seq1	1	3080	-	3080	692	413	654	718
comp41179_c1	comp41179_c1_seq1	1	583	-	583	9	21	18	29
comp41182_c0	comp41182_c0_seq1	1	667	-	667	26	17	36	16
comp41182_c2	comp41182_c2_seq1	1	1291	-	1291	46	31	45	32
comp41187_c2	comp41187_c2_seq1	1	2361	-	2361	0	1	7	2
comp41195_c0	comp41195_c0_seq1	1	333	-	333	1	2	1	1
comp41198_c0	comp41198_c0_seq1	1	853	-	853	345	78	197	181
comp41204_c0	comp41204_c0_seq1	1	709	-	709	18	2	40	9
comp41205_c0	comp41205_c0_seq1	1	526	-	526	2	1	24	7
comp41212_c0	comp41212_c0_seq2	1	2119	-	2119	1473	566	995	1051
comp41227_c1	comp41227_c1_seq1	1	371	-	371	2	2	3	5
comp41229_c0	comp41229_c0_seq1	1	364	-	364	0	0	20	3
comp41229_c2	comp41229_c2_seq1	1	599	-	599	3	0	13	3
comp41236_c1	comp41236_c1_seq1	1	373	-	373	12	12	27	5
comp41248_c0	comp41248_c0_seq1	1	325	-	325	3	2	2	3
comp41255_c0	comp41255_c0_seq1	1	1684	-	1684	357	365	469	445
comp41267_c1	comp41267_c1_seq1	1	1700	-	1700	88	9	204	463
comp41269_c0	comp41269_c0_seq1	1	378	-	378	7	0	21	11
comp41274_c0	comp41274_c0_seq1	1	738	-	738	1190	5	74	23
comp41277_c0	comp41277_c0_seq1	1	526	-	526	0	0	0	0
comp41277_c1	comp41277_c1_seq1	1	368	-	368	0	0	0	0
comp41287_c0	comp41287_c0_seq1	1	396	-	396	2	0	0	1
comp41303_c0	comp41303_c0_seq1	1	301	-	301	0	1	27	3
comp41303_c1	comp41303_c1_seq1	1	663	-	663	0	1	63	23
comp41308_c0	comp41308_c0_seq1	1	2615	-	2615	222	353	233	222
comp41314_c0	comp41314_c0_seq1	1	300	-	300	9	11	2	8
comp41316_c0	comp41316_c0_seq1	1	576	-	576	2	2	2	5
comp41320_c0	comp41320_c0_seq1	1	3085	-	3085	472	709	336	533
comp41323_c1	comp41323_c1_seq1	1	3001	-	3001	644	422	717	683
comp41333_c0	comp41333_c0_seq1	1	395	-	395	25	2	8	7
comp41337_c1	comp41337_c1_seq1	1	4947	-	4947	2487	415	1030	2234
comp41359_c0	comp41359_c0_seq1	1	3367	-	3367	720	542	574	637
comp41374_c0	comp41374_c0_seq1	1	1049	-	1049	3	0	1	0
comp41389_c0	comp41389_c0_seq1	1	828	-	828	64	45	74	97
comp41392_c1	comp41392_c1_seq1	1	922	-	922	183	269	204	179
comp41399_c0	comp41399_c0_seq1	1	878	-	878	193	201	160	163
comp41424_c0	comp41424_c0_seq2	1	2054	-	2054	460	474	716	706
comp41426_c0	comp41426_c0_seq1	1	552	-	552	7	0	38	31
comp41426_c1	comp41426_c1_seq1	1	338	-	338	6	0	33	33
comp41428_c0	comp41428_c0_seq1	1	327	-	327	1	9	1	3
comp41429_c0	comp41429_c0_seq1	1	2373	-	2373	1085	567	1446	1028
comp41429_c1	comp41429_c1_seq1	1	1442	-	1442	395	250	528	423
comp41430_c1	comp41430_c1_seq1	1	764	-	764	3	0	4	2
comp41452_c0	comp41452_c0_seq2	1	1095	-	1095	61	56	71	59
comp41454_c1	comp41454_c1_seq1	1	1180	-	1180	35	48	53	89
comp41462_c0	comp41462_c0_seq1	1	430	-	430	0	0	3	0
comp41469_c0	comp41469_c0_seq1	1	332	-	332	6	3	2	4
comp41491_c1	comp41491_c1_seq1	1	478	-	478	2	3	7	5
comp41498_c0	comp41498_c0_seq1	1	521	-	521	2	0	9	7
comp41503_c0	comp41503_c0_seq2	1	1305	-	1305	510	306	384	451
comp41504_c2	comp41504_c2_seq1	1	361	-	361	1	0	0	0
comp41505_c0	comp41505_c0_seq2	1	646	-	646	125	77	81	63
comp41528_c0	comp41528_c0_seq1	1	2525	-	2525	427	602	581	504
comp41558_c0	comp41558_c0_seq2	1	2677	-	2677	1255	785	1238	1287
comp41566_c0	comp41566_c0_seq1	1	1097	-	1097	28	25	22	36
comp41567_c0	comp41567_c0_seq1	1	3013	-	3013	642	991	822	1049
comp41583_c1	comp41583_c1_seq1	1	373	-	373	6	2	9	6
comp41584_c0	comp41584_c0_seq1	1	1323	-	1323	2	33	0	4
comp41586_c0	comp41586_c0_seq1	1	1396	-	1396	500	304	357	356
comp41587_c0	comp41587_c0_seq1	1	397	-	397	5	6	4	5
comp41590_c0	comp41590_c0_seq1	1	346	-	346	0	0	0	0
comp41591_c0	comp41591_c0_seq3	1	1970	-	1970	94	135	118	127
comp41613_c0	comp41613_c0_seq1	1	825	-	825	0	0	4	0
comp41619_c0	comp41619_c0_seq2	1	7810	-	7810	2413	16931	3910	2201
comp41636_c0	comp41636_c0_seq1	1	584	-	584	0	0	0	0
comp41637_c2	comp41637_c2_seq1	1	2415	-	2415	215	1	928	315
comp41640_c0	comp41640_c0_seq1	1	1586	-	1586	4	4	189	581
comp41652_c0	comp41652_c0_seq1	1	335	-	335	10	3	1	4
comp41668_c0	comp41668_c0_seq1	1	431	-	431	0	9	1	2
comp41668_c1	comp41668_c1_seq1	1	367	-	367	0	6	1	3
comp41669_c0	comp41669_c0_seq1	1	344	-	344	2	1	2	1
comp41673_c1	comp41673_c1_seq1	1	449	-	449	1	1	2	2
comp41676_c0	comp41676_c0_seq1	1	732	-	732	5	76	2	3
comp41676_c2	comp41676_c2_seq1	1	878	-	878	5	120	8	3
comp41691_c0	comp41691_c0_seq2	1	1362	-	1362	172	234	150	101
comp41697_c0	comp41697_c0_seq1	1	1546	-	1546	356	324	391	313
