# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/Trinity_20210112_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/Trinity_20210112_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SA01/Aligned.out.sam" "results/star/mapping/SA02/Aligned.out.sam" "results/star/mapping/SA03/Aligned.out.sam" "results/star/mapping/SA04/Aligned.out.sam" "results/star/mapping/SA05/Aligned.out.sam" "results/star/mapping/SA06/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SA01/Aligned.out.sam	results/star/mapping/SA02/Aligned.out.sam	results/star/mapping/SA03/Aligned.out.sam	results/star/mapping/SA04/Aligned.out.sam	results/star/mapping/SA05/Aligned.out.sam	results/star/mapping/SA06/Aligned.out.sam
TRINITY_DN2208_c0_g1	TRINITY_DN2208_c0_g1_i1	1	1483	-	1483	1495	217	396	823	121	144
TRINITY_DN2250_c0_g1	TRINITY_DN2250_c0_g1_i1	1	2323	-	2323	811	1331	599	452	342	170
TRINITY_DN2250_c0_g2	TRINITY_DN2250_c0_g2_i2	1	2715	-	2715	564	307	371	1053	23	69
TRINITY_DN2238_c0_g1	TRINITY_DN2238_c0_g1_i7	1	1581	-	1581	2207	1068	1025	2224	747	486
TRINITY_DN2268_c0_g1	TRINITY_DN2268_c0_g1_i1	1	5155	-	5155	26	5290	602	414	7317	974
TRINITY_DN2292_c0_g1	TRINITY_DN2292_c0_g1_i2	1	3548	-	3548	3961	3160	2576	2462	2312	1371
TRINITY_DN2287_c0_g1	TRINITY_DN2287_c0_g1_i8	1	2407	-	2407	532	633	638	387	429	620
TRINITY_DN2287_c1_g1	TRINITY_DN2287_c1_g1_i3	1	1570	-	1570	356	393	701	284	213	417
TRINITY_DN2287_c1_g2	TRINITY_DN2287_c1_g2_i2	1	1867	-	1867	355	164	9	288	119	2
TRINITY_DN2242_c0_g1	TRINITY_DN2242_c0_g1_i4	1	1498	-	1498	1555	366	346	686	135	159
TRINITY_DN2242_c0_g2	TRINITY_DN2242_c0_g2_i2	1	1134	-	1134	535	181	118	237	49	27
TRINITY_DN2258_c0_g1	TRINITY_DN2258_c0_g1_i2	1	3379	-	3379	5587	11372	13766	2663	15992	9619
TRINITY_DN2258_c0_g2	TRINITY_DN2258_c0_g2_i1	1	2636	-	2636	214	296	306	121	51	135
TRINITY_DN2210_c0_g1	TRINITY_DN2210_c0_g1_i2	1	2654	-	2654	7533	10274	15059	6869	10953	13752
TRINITY_DN2210_c0_g2	TRINITY_DN2210_c0_g2_i2	1	4380	-	4380	8458	10060	14676	8432	12533	20881
TRINITY_DN2285_c0_g1	TRINITY_DN2285_c0_g1_i1	1	1551	-	1551	626	1174	3025	920	999	2639
TRINITY_DN2273_c0_g1	TRINITY_DN2273_c0_g1_i1	1	1614	-	1614	713	637	672	846	789	712
TRINITY_DN2209_c0_g1	TRINITY_DN2209_c0_g1_i7	1	11320	-	11320	571	397	592	481	594	574
TRINITY_DN2252_c0_g1	TRINITY_DN2252_c0_g1_i13	1	1614	-	1614	928	237	69	620	85	68
TRINITY_DN2252_c0_g2	TRINITY_DN2252_c0_g2_i1	1	1826	-	1826	236	36	108	1048	34	117
TRINITY_DN2231_c0_g1	TRINITY_DN2231_c0_g1_i6	1	3158	-	3158	227888	12511	4851	27811	2093	1151
TRINITY_DN2231_c3_g2	TRINITY_DN2231_c3_g2_i3	1	2099	-	2099	1882	3116	5411	2325	3943	4742
TRINITY_DN2274_c0_g1	TRINITY_DN2274_c0_g1_i1	1	1288	-	1288	184	113	132	239	65	87
TRINITY_DN2202_c0_g1	TRINITY_DN2202_c0_g1_i8	1	2743	-	2743	2336	1438	1790	2461	1191	1157
TRINITY_DN2251_c0_g1	TRINITY_DN2251_c0_g1_i1	1	2357	-	2357	6	84	851	15	36	318
TRINITY_DN2299_c0_g1	TRINITY_DN2299_c0_g1_i7	1	11082	-	11082	1658	1655	1877	1085	682	1349
TRINITY_DN2277_c0_g1	TRINITY_DN2277_c0_g1_i1	1	8143	-	8143	9469	8037	6320	9369	3492	3830
TRINITY_DN2277_c0_g2	TRINITY_DN2277_c0_g2_i1	1	759	-	759	53	46	43	44	42	57
TRINITY_DN2213_c0_g1	TRINITY_DN2213_c0_g1_i5	1	1843	-	1843	366	687	93	533	785	107
TRINITY_DN2213_c1_g1	TRINITY_DN2213_c1_g1_i1	1	1087	-	1087	380	423	961	896	731	1269
TRINITY_DN2226_c0_g1	TRINITY_DN2226_c0_g1_i14	1	1275	-	1275	736	380	250	1823	346	198
TRINITY_DN2226_c1_g1	TRINITY_DN2226_c1_g1_i2	1	3940	-	3940	21	21	27	44	12	21
TRINITY_DN2226_c1_g2	TRINITY_DN2226_c1_g2_i1	1	4925	-	4925	569	505	416	525	281	222
TRINITY_DN2226_c1_g3	TRINITY_DN2226_c1_g3_i5	1	2765	-	2765	839	606	643	424	177	259
TRINITY_DN2226_c2_g1	TRINITY_DN2226_c2_g1_i2	1	3299	-	3299	1040	1390	4777	1090	789	2370
TRINITY_DN2226_c3_g1	TRINITY_DN2226_c3_g1_i1	1	2806	-	2806	8	5	7	9	8	14
TRINITY_DN2227_c0_g1	TRINITY_DN2227_c0_g1_i2	1	1681	-	1681	1514	199	154	873	106	92
TRINITY_DN2215_c0_g1	TRINITY_DN2215_c0_g1_i9	1	1117	-	1117	173	82	162	205	84	70
TRINITY_DN2215_c1_g1	TRINITY_DN2215_c1_g1_i5	1	3543	-	3543	1202	1269	2014	1009	1103	1744
TRINITY_DN2293_c0_g1	TRINITY_DN2293_c0_g1_i2	1	5663	-	5663	2853	1587	1058	154	250	110
TRINITY_DN2248_c0_g1	TRINITY_DN2248_c0_g1_i1	1	8131	-	8131	2360	2925	5307	1520	1877	2935
TRINITY_DN2257_c0_g1	TRINITY_DN2257_c0_g1_i3	1	5138	-	5138	4997	2509	2862	2855	902	1681
TRINITY_DN2246_c0_g1	TRINITY_DN2246_c0_g1_i5	1	1515	-	1515	441	455	3642	1033	1174	3173
TRINITY_DN2289_c0_g1	TRINITY_DN2289_c0_g1_i4	1	2681	-	2681	2098	697	1357	1668	287	355
TRINITY_DN2289_c1_g1	TRINITY_DN2289_c1_g1_i1	1	1479	-	1479	409	140	38	187	11	4
TRINITY_DN2201_c0_g1	TRINITY_DN2201_c0_g1_i16	1	4691	-	4691	898	684	923	1298	543	507
TRINITY_DN2234_c0_g1	TRINITY_DN2234_c0_g1_i1	1	905	-	905	59238	37262	80078	108639	56494	76566
TRINITY_DN2234_c6_g1	TRINITY_DN2234_c6_g1_i3	1	4065	-	4065	1386	229	243	2447	315	49
TRINITY_DN2234_c6_g2	TRINITY_DN2234_c6_g2_i1	1	4522	-	4522	430	146	461	70	24	35
TRINITY_DN2234_c6_g3	TRINITY_DN2234_c6_g3_i1	1	938	-	938	3263	311	23	4770	683	57
TRINITY_DN2222_c0_g1	TRINITY_DN2222_c0_g1_i1	1	2650	-	2650	9	4580	316	306	5503	804
TRINITY_DN2272_c0_g1	TRINITY_DN2272_c0_g1_i1	1	1995	-	1995	4397	2576	3572	3715	1862	2689
TRINITY_DN2271_c0_g1	TRINITY_DN2271_c0_g1_i1	1	779	-	779	1	1547	0	0	2499	1
TRINITY_DN2229_c0_g1	TRINITY_DN2229_c0_g1_i6	1	2190	-	2190	90	9288	6	170	3551	0
TRINITY_DN2259_c0_g1	TRINITY_DN2259_c0_g1_i3	1	3970	-	3970	701	715	792	194	136	178
TRINITY_DN2259_c0_g3	TRINITY_DN2259_c0_g3_i1	1	2824	-	2824	266	280	368	32	17	65
TRINITY_DN2259_c1_g1	TRINITY_DN2259_c1_g1_i1	1	480	-	480	27	9	14	0	0	0
TRINITY_DN2237_c0_g1	TRINITY_DN2237_c0_g1_i1	1	1890	-	1890	1996	46	0	621	3	0
TRINITY_DN2240_c0_g1	TRINITY_DN2240_c0_g1_i1	1	9523	-	9523	14	6755	621	283	5018	623
TRINITY_DN2286_c0_g2	TRINITY_DN2286_c0_g2_i4	1	1055	-	1055	1568	1026	1295	862	428	555
TRINITY_DN2286_c1_g1	TRINITY_DN2286_c1_g1_i1	1	844	-	844	206	20678	2875	17	12836	245
TRINITY_DN2217_c0_g1	TRINITY_DN2217_c0_g1_i1	1	2186	-	2186	736	783	1106	972	827	1177
TRINITY_DN2235_c0_g1	TRINITY_DN2235_c0_g1_i1	1	8488	-	8488	2124	853	543	1165	260	148
TRINITY_DN2278_c0_g1	TRINITY_DN2278_c0_g1_i1	1	3833	-	3833	39	4265	566	271	4763	894
TRINITY_DN2278_c0_g2	TRINITY_DN2278_c0_g2_i1	1	2775	-	2775	46	2316	407	337	5820	1063
TRINITY_DN2263_c0_g1	TRINITY_DN2263_c0_g1_i14	1	12058	-	12058	8153	4943	12527	8834	1143	1852
TRINITY_DN2224_c0_g1	TRINITY_DN2224_c0_g1_i4	1	726	-	726	13	6	24458	9	9	10013
TRINITY_DN2224_c0_g2	TRINITY_DN2224_c0_g2_i2	1	720	-	720	15	2	2450	6	3	765
TRINITY_DN2265_c0_g1	TRINITY_DN2265_c0_g1_i6	1	9433	-	9433	1908	1843	1289	1183	586	550
TRINITY_DN2265_c3_g1	TRINITY_DN2265_c3_g1_i1	1	1241	-	1241	140	109	102	42	11	27
TRINITY_DN2245_c0_g1	TRINITY_DN2245_c0_g1_i2	1	2382	-	2382	891	675	4269	95	107	690
TRINITY_DN2256_c0_g1	TRINITY_DN2256_c0_g1_i5	1	5294	-	5294	943	921	783	1716	776	762
TRINITY_DN2256_c2_g1	TRINITY_DN2256_c2_g1_i1	1	3574	-	3574	3921	7131	10717	2882	6823	4888
TRINITY_DN2212_c0_g1	TRINITY_DN2212_c0_g1_i1	1	2433	-	2433	560	255	94	417	147	71
TRINITY_DN2262_c0_g1	TRINITY_DN2262_c0_g1_i18	1	7554	-	7554	1701	3141	7050	989	1707	16387
TRINITY_DN2239_c2_g1	TRINITY_DN2239_c2_g1_i2	1	774	-	774	23	2	0	30	1	0
TRINITY_DN2203_c0_g1	TRINITY_DN2203_c0_g1_i1	1	2422	-	2422	1145	1215	2784	1270	1360	1918
TRINITY_DN2269_c0_g1	TRINITY_DN2269_c0_g1_i2	1	1418	-	1418	659	524	877	564	316	451
TRINITY_DN2267_c0_g1	TRINITY_DN2267_c0_g1_i2	1	3829	-	3829	1734	2010	3757	1526	1549	2665
TRINITY_DN2266_c0_g1	TRINITY_DN2266_c0_g1_i2	1	456	-	456	81	80	165	139	116	176
TRINITY_DN2266_c0_g2	TRINITY_DN2266_c0_g2_i1	1	800	-	800	169	210	460	375	351	476
TRINITY_DN2223_c0_g1	TRINITY_DN2223_c0_g1_i2	1	1991	-	1991	179	150	349	315	201	323
TRINITY_DN2249_c0_g1	TRINITY_DN2249_c0_g1_i1	1	2245	-	2245	6150	2846	2765	4471	1505	1259
TRINITY_DN2249_c2_g1	TRINITY_DN2249_c2_g1_i1	1	2130	-	2130	457	254	1238	273	67	1300
TRINITY_DN2241_c0_g2	TRINITY_DN2241_c0_g2_i4	1	2146	-	2146	1607	952	982	1227	758	627
TRINITY_DN2219_c0_g1	TRINITY_DN2219_c0_g1_i7	1	4915	-	4915	582	997	1185	245	416	739
TRINITY_DN2216_c0_g1	TRINITY_DN2216_c0_g1_i2	1	636	-	636	207	299	582	319	390	596
TRINITY_DN2318_c0_g1	TRINITY_DN2318_c0_g1_i4	1	4041	-	4041	620	881	1292	352	321	862
TRINITY_DN2340_c0_g1	TRINITY_DN2340_c0_g1_i4	1	2724	-	2724	1070	1057	1284	862	1246	1193
TRINITY_DN2369_c0_g2	TRINITY_DN2369_c0_g2_i6	1	1859	-	1859	292	216	283	294	169	236
TRINITY_DN2393_c0_g1	TRINITY_DN2393_c0_g1_i10	1	5940	-	5940	2060	721	577	1394	344	325
TRINITY_DN2316_c0_g1	TRINITY_DN2316_c0_g1_i2	1	6621	-	6621	3316	3273	4386	3041	2453	4019
TRINITY_DN2380_c0_g1	TRINITY_DN2380_c0_g1_i6	1	1807	-	1807	9	14	8787	2	12	3362
TRINITY_DN2304_c0_g1	TRINITY_DN2304_c0_g1_i4	1	4807	-	4807	542	725	1392	280	275	1202
TRINITY_DN2314_c0_g1	TRINITY_DN2314_c0_g1_i7	1	2212	-	2212	1463	583	543	1432	548	438
TRINITY_DN2392_c0_g1	TRINITY_DN2392_c0_g1_i1	1	2056	-	2056	8787	19616	35575	12633	21353	42191
TRINITY_DN2325_c0_g1	TRINITY_DN2325_c0_g1_i2	1	1386	-	1386	136	74	942	98	20	544
TRINITY_DN2325_c1_g2	TRINITY_DN2325_c1_g2_i1	1	363	-	363	11	11	3	22	4	5
TRINITY_DN2325_c1_g1	TRINITY_DN2325_c1_g1_i5	1	482	-	482	20	13	25	37	7	19
TRINITY_DN2346_c0_g1	TRINITY_DN2346_c0_g1_i3	1	5554	-	5554	2622	3046	2765	2680	2699	1926
TRINITY_DN2346_c0_g2	TRINITY_DN2346_c0_g2_i1	1	1096	-	1096	31	41	24	37	11	35
TRINITY_DN2337_c0_g1	TRINITY_DN2337_c0_g1_i1	1	1397	-	1397	232	409	1255	518	725	1305
TRINITY_DN2337_c0_g2	TRINITY_DN2337_c0_g2_i1	1	1173	-	1173	309	637	476	283	577	476
TRINITY_DN2337_c0_g3	TRINITY_DN2337_c0_g3_i2	1	1641	-	1641	1140	1354	377	2374	1856	394
TRINITY_DN2350_c0_g1	TRINITY_DN2350_c0_g1_i7	1	2739	-	2739	183	204	309	58	59	80
TRINITY_DN2350_c3_g1	TRINITY_DN2350_c3_g1_i2	1	1643	-	1643	6	36	71	5	9	39
TRINITY_DN2350_c5_g1	TRINITY_DN2350_c5_g1_i1	1	1269	-	1269	13	51	2	4	14	2
TRINITY_DN2350_c7_g1	TRINITY_DN2350_c7_g1_i2	1	936	-	936	0	11	15	1	2	2
TRINITY_DN2350_c8_g1	TRINITY_DN2350_c8_g1_i4	1	5568	-	5568	5	223	7414	1	41	2799
TRINITY_DN2391_c0_g1	TRINITY_DN2391_c0_g1_i1	1	2954	-	2954	824	1279	1578	528	871	724
TRINITY_DN2391_c1_g1	TRINITY_DN2391_c1_g1_i6	1	1131	-	1131	1256	94	80	414	19	35
TRINITY_DN2354_c0_g1	TRINITY_DN2354_c0_g1_i4	1	1007	-	1007	442	126	37	1336	202	44
TRINITY_DN2303_c0_g1	TRINITY_DN2303_c0_g1_i1	1	3440	-	3440	917	722	1161	597	294	664
TRINITY_DN2341_c0_g1	TRINITY_DN2341_c0_g1_i3	1	3169	-	3169	1361	2057	2177	863	2296	1500
TRINITY_DN2381_c0_g1	TRINITY_DN2381_c0_g1_i2	1	2084	-	2084	892	1226	2391	1237	974	1577
TRINITY_DN2381_c0_g2	TRINITY_DN2381_c0_g2_i2	1	2807	-	2807	187	123	401	160	41	169
TRINITY_DN2381_c3_g1	TRINITY_DN2381_c3_g1_i1	1	2696	-	2696	47	40	45	21	2	7
TRINITY_DN2333_c0_g1	TRINITY_DN2333_c0_g1_i3	1	2556	-	2556	328	92	143	183	21	33
TRINITY_DN2387_c1_g1	TRINITY_DN2387_c1_g1_i2	1	1568	-	1568	701	1653	2684	1150	1826	2095
TRINITY_DN2329_c1_g1	TRINITY_DN2329_c1_g1_i2	1	1957	-	1957	544	655	1241	1101	973	1305
TRINITY_DN2390_c0_g1	TRINITY_DN2390_c0_g1_i19	1	2075	-	2075	615	746	1629	549	388	1046
TRINITY_DN2363_c0_g1	TRINITY_DN2363_c0_g1_i3	1	2205	-	2205	253	333	2263	91	145	1009
TRINITY_DN2312_c0_g1	TRINITY_DN2312_c0_g1_i1	1	3616	-	3616	3074	4426	7674	3095	4956	5493
TRINITY_DN2370_c0_g1	TRINITY_DN2370_c0_g1_i3	1	1562	-	1562	304	504	1481	330	383	872
TRINITY_DN2328_c0_g1	TRINITY_DN2328_c0_g1_i3	1	1152	-	1152	53	744	61	69	233	51
TRINITY_DN2328_c23_g1	TRINITY_DN2328_c23_g1_i2	1	941	-	941	65651	90590	129644	94428	128042	126839
TRINITY_DN2351_c0_g1	TRINITY_DN2351_c0_g1_i4	1	3043	-	3043	2424	1773	3285	1886	1516	4514
TRINITY_DN2351_c1_g1	TRINITY_DN2351_c1_g1_i2	1	2259	-	2259	1760	2039	2655	855	534	732
TRINITY_DN2351_c3_g1	TRINITY_DN2351_c3_g1_i1	1	3124	-	3124	1006	963	881	649	493	460
TRINITY_DN2351_c5_g1	TRINITY_DN2351_c5_g1_i7	1	439	-	439	53	53	60	49	26	24
TRINITY_DN2351_c10_g2	TRINITY_DN2351_c10_g2_i1	1	1236	-	1236	971	758	1763	950	718	875
TRINITY_DN2353_c0_g1	TRINITY_DN2353_c0_g1_i1	1	3914	-	3914	2515	2550	7142	2177	2722	7545
TRINITY_DN2396_c0_g2	TRINITY_DN2396_c0_g2_i1	1	1757	-	1757	753	48	20	1439	58	4
TRINITY_DN2326_c0_g1	TRINITY_DN2326_c0_g1_i1	1	1089	-	1089	1545	663	1120	1403	468	480
TRINITY_DN2367_c0_g1	TRINITY_DN2367_c0_g1_i2	1	878	-	878	45146	62233	84529	79215	100098	90258
TRINITY_DN2321_c0_g1	TRINITY_DN2321_c0_g1_i5	1	27953	-	27953	36515	14117	13814	30912	9252	12440
TRINITY_DN2364_c0_g1	TRINITY_DN2364_c0_g1_i1	1	485	-	485	1	2	3962	0	0	2739
TRINITY_DN2319_c0_g1	TRINITY_DN2319_c0_g1_i1	1	305	-	305	2	5	784	11	8	1953
TRINITY_DN2371_c0_g1	TRINITY_DN2371_c0_g1_i1	1	3507	-	3507	1685	959	695	1454	503	617
TRINITY_DN2384_c0_g1	TRINITY_DN2384_c0_g1_i1	1	2184	-	2184	660	930	1714	406	636	1119
TRINITY_DN2384_c1_g1	TRINITY_DN2384_c1_g1_i4	1	7446	-	7446	17	116	671	45	23	224
TRINITY_DN2347_c0_g1	TRINITY_DN2347_c0_g1_i3	1	3696	-	3696	1559	2717	11834	2611	3687	11266
TRINITY_DN2395_c0_g1	TRINITY_DN2395_c0_g1_i3	1	2272	-	2272	242	188	312	305	212	523
TRINITY_DN2395_c0_g2	TRINITY_DN2395_c0_g2_i1	1	331	-	331	2	6	10	3	5	3
TRINITY_DN2395_c0_g4	TRINITY_DN2395_c0_g4_i1	1	3108	-	3108	831	394	202	516	125	71
TRINITY_DN2324_c0_g1	TRINITY_DN2324_c0_g1_i3	1	1505	-	1505	6811	3946	5221	6426	4888	4362
TRINITY_DN2349_c0_g1	TRINITY_DN2349_c0_g1_i4	1	4583	-	4583	2021	2612	6549	2527	1731	3428
TRINITY_DN2365_c0_g1	TRINITY_DN2365_c0_g1_i1	1	1825	-	1825	2692	610	1705	3183	265	632
TRINITY_DN2389_c0_g1	TRINITY_DN2389_c0_g1_i1	1	2784	-	2784	344	38868	4309	12	11341	49
TRINITY_DN2305_c0_g1	TRINITY_DN2305_c0_g1_i3	1	3411	-	3411	118	93	327	2	0	60
TRINITY_DN2398_c0_g1	TRINITY_DN2398_c0_g1_i2	1	1808	-	1808	2300	1406	2269	897	610	898
TRINITY_DN2372_c0_g2	TRINITY_DN2372_c0_g2_i6	1	688	-	688	49	87	10	191	128	31
TRINITY_DN2372_c1_g1	TRINITY_DN2372_c1_g1_i6	1	3755	-	3755	1552	1542	2941	2727	1298	2167
TRINITY_DN2343_c0_g3	TRINITY_DN2343_c0_g3_i2	1	1933	-	1933	427	373	200	90	66	84
TRINITY_DN2343_c1_g1	TRINITY_DN2343_c1_g1_i1	1	338	-	338	1	5	3	0	3	1
TRINITY_DN2310_c0_g1	TRINITY_DN2310_c0_g1_i8	1	2272	-	2272	403	573	959	349	284	731
TRINITY_DN2344_c0_g1	TRINITY_DN2344_c0_g1_i10	1	1886	-	1886	6381	3299	3518	2062	1049	1379
TRINITY_DN2344_c1_g1	TRINITY_DN2344_c1_g1_i3	1	3954	-	3954	665	721	961	571	344	701
TRINITY_DN2399_c0_g1	TRINITY_DN2399_c0_g1_i2	1	2461	-	2461	300	1265	2550	18	94	75
TRINITY_DN2399_c0_g2	TRINITY_DN2399_c0_g2_i1	1	2283	-	2283	205	3061	594	35	705	26
TRINITY_DN2399_c1_g1	TRINITY_DN2399_c1_g1_i1	1	404	-	404	16	48	219	1	7	5
TRINITY_DN2399_c2_g1	TRINITY_DN2399_c2_g1_i1	1	2917	-	2917	503	938	2646	594	955	1694
TRINITY_DN2399_c4_g1	TRINITY_DN2399_c4_g1_i2	1	1462	-	1462	2	2	84	3	2	202
TRINITY_DN2385_c0_g1	TRINITY_DN2385_c0_g1_i3	1	1937	-	1937	734	1223	1924	1232	2069	1919
TRINITY_DN2335_c0_g1	TRINITY_DN2335_c0_g1_i1	1	2840	-	2840	1743	474	351	2115	185	41
TRINITY_DN2320_c0_g1	TRINITY_DN2320_c0_g1_i4	1	2453	-	2453	570	508	760	316	271	407
TRINITY_DN2348_c0_g1	TRINITY_DN2348_c0_g1_i1	1	9511	-	9511	14240	23438	28350	8094	20673	22455
TRINITY_DN2330_c0_g1	TRINITY_DN2330_c0_g1_i2	1	2920	-	2920	3636	1766	1883	3243	1274	1241
TRINITY_DN2313_c0_g2	TRINITY_DN2313_c0_g2_i1	1	1229	-	1229	8	6	75	30	12	48
TRINITY_DN2313_c0_g3	TRINITY_DN2313_c0_g3_i1	1	1263	-	1263	33	23	105	73	50	66
TRINITY_DN2313_c0_g5	TRINITY_DN2313_c0_g5_i1	1	1825	-	1825	193	223	372	194	143	257
TRINITY_DN2394_c0_g1	TRINITY_DN2394_c0_g1_i1	1	2542	-	2542	1084	1068	2433	1540	1412	2834
TRINITY_DN2323_c0_g1	TRINITY_DN2323_c0_g1_i2	1	1772	-	1772	4983	4351	6409	4542	4030	4270
TRINITY_DN2362_c0_g1	TRINITY_DN2362_c0_g1_i3	1	2063	-	2063	1680	1105	721	1596	581	683
TRINITY_DN2322_c0_g1	TRINITY_DN2322_c0_g1_i7	1	2041	-	2041	1620	1804	1413	850	893	1174
TRINITY_DN2339_c0_g1	TRINITY_DN2339_c0_g1_i1	1	3229	-	3229	489	501	867	521	563	717
TRINITY_DN2359_c0_g1	TRINITY_DN2359_c0_g1_i1	1	1047	-	1047	3744	4363	5452	3836	3684	6289
TRINITY_DN2359_c1_g1	TRINITY_DN2359_c1_g1_i6	1	1062	-	1062	172	245	275	107	167	270
TRINITY_DN2360_c0_g1	TRINITY_DN2360_c0_g1_i4	1	796	-	796	811	722	843	179	226	182
TRINITY_DN2383_c0_g1	TRINITY_DN2383_c0_g1_i1	1	1342	-	1342	445	447	471	248	463	376
TRINITY_DN2352_c0_g1	TRINITY_DN2352_c0_g1_i11	1	6564	-	6564	16119	16999	24606	22438	23769	20694
TRINITY_DN2361_c1_g1	TRINITY_DN2361_c1_g1_i4	1	2772	-	2772	715	870	937	492	277	520
TRINITY_DN2309_c0_g1	TRINITY_DN2309_c0_g1_i15	1	1849	-	1849	947	889	1178	1243	663	666
TRINITY_DN2309_c1_g1	TRINITY_DN2309_c1_g1_i6	1	2594	-	2594	1805	2002	1114	1302	1181	812
TRINITY_DN2308_c0_g1	TRINITY_DN2308_c0_g1_i6	1	2847	-	2847	3999	1589	2022	1875	456	656
TRINITY_DN2334_c0_g1	TRINITY_DN2334_c0_g1_i9	1	1495	-	1495	132	21	8	27	9	9
TRINITY_DN2334_c1_g1	TRINITY_DN2334_c1_g1_i1	1	814	-	814	106	16	31	5	13	8
TRINITY_DN2397_c0_g1	TRINITY_DN2397_c0_g1_i1	1	2177	-	2177	1967	1131	1002	769	483	516
TRINITY_DN2388_c0_g1	TRINITY_DN2388_c0_g1_i6	1	2684	-	2684	3000	10089	766	3570	15758	740
TRINITY_DN2375_c0_g1	TRINITY_DN2375_c0_g1_i2	1	561	-	561	40065	55681	85290	70335	94427	89187
TRINITY_DN2315_c0_g1	TRINITY_DN2315_c0_g1_i1	1	11081	-	11081	2502	4639	4175	679	1308	1730
TRINITY_DN2356_c0_g1	TRINITY_DN2356_c0_g1_i1	1	1081	-	1081	6052	764	286	7893	936	308
TRINITY_DN2317_c0_g1	TRINITY_DN2317_c0_g1_i1	1	1709	-	1709	4	8	7	0	5	5
TRINITY_DN2317_c0_g2	TRINITY_DN2317_c0_g2_i1	1	5345	-	5345	272	248	399	90	52	97
TRINITY_DN2317_c0_g3	TRINITY_DN2317_c0_g3_i1	1	1630	-	1630	87	94	138	37	13	37
TRINITY_DN2317_c0_g4	TRINITY_DN2317_c0_g4_i1	1	1670	-	1670	1	4	2	0	3	4
TRINITY_DN2317_c0_g5	TRINITY_DN2317_c0_g5_i1	1	3043	-	3043	39	45	65	3	4	9
TRINITY_DN2382_c0_g1	TRINITY_DN2382_c0_g1_i1	1	1975	-	1975	10	177	31	26	136	15
TRINITY_DN2306_c0_g1	TRINITY_DN2306_c0_g1_i2	1	2052	-	2052	1288	1950	3038	1213	1475	1810
TRINITY_DN2368_c0_g1	TRINITY_DN2368_c0_g1_i9	1	3259	-	3259	8617	1946	1161	5200	862	1048
TRINITY_DN2368_c0_g3	TRINITY_DN2368_c0_g3_i1	1	1446	-	1446	135	65	44	62	18	28
TRINITY_DN2368_c1_g1	TRINITY_DN2368_c1_g1_i1	1	1657	-	1657	14	31	18	44	30	32
TRINITY_DN2342_c0_g1	TRINITY_DN2342_c0_g1_i1	1	15443	-	15443	28536	6846	1441	20176	2144	568
TRINITY_DN2342_c1_g1	TRINITY_DN2342_c1_g1_i2	1	340	-	340	72	27	47	62	9	29
TRINITY_DN2342_c1_g2	TRINITY_DN2342_c1_g2_i1	1	535	-	535	133	45	55	91	18	23
TRINITY_DN2342_c2_g1	TRINITY_DN2342_c2_g1_i1	1	1117	-	1117	122	46	64	48	12	43
TRINITY_DN2342_c2_g2	TRINITY_DN2342_c2_g2_i1	1	307	-	307	28	15	18	11	3	9
TRINITY_DN2331_c0_g1	TRINITY_DN2331_c0_g1_i3	1	4335	-	4335	872	629	862	892	447	772
TRINITY_DN2374_c0_g1	TRINITY_DN2374_c0_g1_i2	1	2062	-	2062	69	933	1437	2	226	421
TRINITY_DN2366_c0_g1	TRINITY_DN2366_c0_g1_i5	1	1754	-	1754	373	454	769	297	408	855
TRINITY_DN2336_c0_g1	TRINITY_DN2336_c0_g1_i6	1	2527	-	2527	1842	1065	1060	1209	557	507
TRINITY_DN2357_c0_g1	TRINITY_DN2357_c0_g1_i4	1	3016	-	3016	2141	1680	2564	1359	1040	1473
TRINITY_DN2345_c0_g1	TRINITY_DN2345_c0_g1_i4	1	8406	-	8406	4183	3210	5401	2254	1832	3124
TRINITY_DN2302_c0_g1	TRINITY_DN2302_c0_g1_i2	1	1676	-	1676	1558	555	698	1030	154	540
TRINITY_DN2332_c0_g1	TRINITY_DN2332_c0_g1_i2	1	1601	-	1601	867	920	724	662	788	360
TRINITY_DN2307_c0_g1	TRINITY_DN2307_c0_g1_i3	1	1293	-	1293	607	769	1184	362	268	419
TRINITY_DN2373_c0_g1	TRINITY_DN2373_c0_g1_i1	1	2074	-	2074	224	323	187	47	140	41
TRINITY_DN2378_c0_g1	TRINITY_DN2378_c0_g1_i1	1	2459	-	2459	108	207	1902	334	485	1371
TRINITY_DN2377_c0_g1	TRINITY_DN2377_c0_g1_i6	1	1424	-	1424	416	680	1962	517	719	1966
TRINITY_DN2338_c0_g1	TRINITY_DN2338_c0_g1_i9	1	1088	-	1088	679	510	568	389	346	335
TRINITY_DN2355_c0_g1	TRINITY_DN2355_c0_g1_i5	1	2617	-	2617	2934	1381	1550	2683	966	869
TRINITY_DN2301_c1_g1	TRINITY_DN2301_c1_g1_i6	1	1628	-	1628	133	328	108	190	249	82
