"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"1363","GO:0071864","positive regulation of cell proliferatio...",10,1,0.53,"0.42074","0.35830"
"1364","GO:0006285","base-excision repair, AP site formation",10,1,0.53,"0.42074","0.98148"
"1365","GO:0040037","negative regulation of fibroblast growth...",10,1,0.53,"0.42074","0.76294"
"1366","GO:1902744","negative regulation of lamellipodium org...",10,1,0.53,"0.42074","0.61649"
"1367","GO:0035791","platelet-derived growth factor receptor-...",10,1,0.53,"0.42074","0.93034"
"1368","GO:0061550","cranial ganglion development",10,1,0.53,"0.42074","0.96026"
"1369","GO:0035751","regulation of lysosomal lumen pH",10,1,0.53,"0.42074","0.85908"
"1370","GO:0072673","lamellipodium morphogenesis",10,1,0.53,"0.42074","0.07971"
"1371","GO:0090009","primitive streak formation",10,1,0.53,"0.42074","0.89950"
"1372","GO:0035720","intraciliary anterograde transport",10,1,0.53,"0.42074","0.30341"
"1373","GO:0048613","embryonic ectodermal digestive tract mor...",10,1,0.53,"0.42074","0.96554"
"1374","GO:0046597","negative regulation of viral entry into ...",10,1,0.53,"0.42074","0.45478"
"1375","GO:0006569","tryptophan catabolic process",10,1,0.53,"0.42074","0.12691"
"1376","GO:0006529","asparagine biosynthetic process",10,1,0.53,"0.42074","0.30251"
"1377","GO:0046663","dorsal closure, leading edge cell differ...",10,1,0.53,"0.42074","0.19490"
"1378","GO:0046672","positive regulation of compound eye reti...",10,1,0.53,"0.42074","0.74630"
"1379","GO:0098773","skin epidermis development",61,3,3.24,"0.42122","0.78652"
"1380","GO:0045926","negative regulation of growth",265,17,14.07,"0.42154","0.33642"
"1381","GO:0002761","regulation of myeloid leukocyte differen...",104,4,5.52,"0.42209","0.37731"
"1382","GO:0051294","establishment of spindle orientation",71,2,3.77,"0.42225","0.00361"
"1383","GO:0007033","vacuole organization",198,7,10.52,"0.42346","0.32973"
"1384","GO:0023052","signaling",3553,235,188.7,"0.42406","0.97852"
"1385","GO:0051900","regulation of mitochondrial depolarizati...",27,2,1.43,"0.42407","0.45739"
"1386","GO:0006968","cellular defense response",27,2,1.43,"0.42407","0.96084"
"1387","GO:0035909","aorta morphogenesis",27,2,1.43,"0.42407","0.93501"
"1388","GO:0016082","synaptic vesicle priming",27,2,1.43,"0.42407","0.58027"
"1389","GO:0048147","negative regulation of fibroblast prolif...",27,2,1.43,"0.42407","0.86741"
"1390","GO:0045167","asymmetric protein localization involved...",27,2,1.43,"0.42407","0.55365"
"1391","GO:0018996","molting cycle, collagen and cuticulin-ba...",27,2,1.43,"0.42407","0.11818"
"1392","GO:0008344","adult locomotory behavior",149,16,7.91,"0.42547","0.07722"
"1393","GO:1901361","organic cyclic compound catabolic proces...",662,15,35.16,"0.42793","0.57519"
"1394","GO:0016043","cellular component organization",4464,225,237.08,"0.43049","0.13923"
"1395","GO:0034198","cellular response to amino acid starvati...",45,3,2.39,"0.43065","0.28608"
"1396","GO:0007584","response to nutrient",219,15,11.63,"0.43217","0.53843"
"1397","GO:0016482","cytosolic transport",163,7,8.66,"0.43573","0.19042"
"1398","GO:0048706","embryonic skeletal system development",99,12,5.26,"0.43582","0.39995"
"1399","GO:0051216","cartilage development",103,10,5.47,"0.43821","0.91295"
"1400","GO:0009791","post-embryonic development",822,52,43.66,"0.44239","0.94014"
"1401","GO:0060100","positive regulation of phagocytosis, eng...",28,2,1.49,"0.44253","0.98528"
"1402","GO:0010842","retina layer formation",28,2,1.49,"0.44253","0.24175"
"1403","GO:0030858","positive regulation of epithelial cell d...",28,2,1.49,"0.44253","0.59375"
"1404","GO:0007310","oocyte dorsal/ventral axis specification",28,2,1.49,"0.44253","0.48174"
"1405","GO:0048286","lung alveolus development",28,2,1.49,"0.44253","0.11118"
"1406","GO:0050767","regulation of neurogenesis",703,45,37.34,"0.44401","0.58467"
"1407","GO:0030514","negative regulation of BMP signaling pat...",64,4,3.4,"0.44407","0.31476"
"1408","GO:0043271","negative regulation of monoatomic ion tr...",124,17,6.59,"0.44443","0.94997"
"1409","GO:0007612","learning",191,25,10.14,"0.44466","0.18912"
"1410","GO:0014031","mesenchymal cell development",46,3,2.44,"0.44488","0.11240"
"1411","GO:0042052","rhabdomere development",46,3,2.44,"0.44488","0.16993"
"1412","GO:0030335","positive regulation of cell migration",278,22,14.76,"0.44560","0.03836"
"1413","GO:0060078","regulation of postsynaptic membrane pote...",73,11,3.88,"0.44680","0.32968"
"1414","GO:0034641","cellular nitrogen compound metabolic pro...",4254,153,225.93,"0.44736","0.95899"
"1415","GO:0035315","hair cell differentiation",108,12,5.74,"0.44740","0.99950"
"1416","GO:0007224","smoothened signaling pathway",156,7,8.29,"0.44740","0.56212"
"1417","GO:0001932","regulation of protein phosphorylation",870,42,46.21,"0.44808","0.37245"
"1418","GO:0051926","negative regulation of calcium ion trans...",35,7,1.86,"0.44822","0.22933"
"1419","GO:0048640","negative regulation of developmental gro...",160,13,8.5,"0.44863","0.54899"
"1420","GO:0045667","regulation of osteoblast differentiation",93,8,4.94,"0.44967","0.30299"
"1421","GO:0065008","regulation of biological quality",2715,178,144.19,"0.45016","0.29452"
"1422","GO:0030500","regulation of bone mineralization",40,4,2.12,"0.45051","0.53051"
"1423","GO:0044706","multi-multicellular organism process",135,9,7.17,"0.45054","0.79144"
"1424","GO:0002067","glandular epithelial cell differentiatio...",51,4,2.71,"0.45092","0.35806"
"1425","GO:2000136","regulation of cell proliferation involve...",22,2,1.17,"0.45125","0.88370"
"1426","GO:0043270","positive regulation of monoatomic ion tr...",173,18,9.19,"0.45143","0.11358"
"1427","GO:0070365","hepatocyte differentiation",11,1,0.58,"0.45154","0.48284"
"1428","GO:1990000","amyloid fibril formation",11,1,0.58,"0.45154","0.79769"
"1429","GO:0090128","regulation of synapse maturation",11,1,0.58,"0.45154","0.73322"
"1430","GO:0070168","negative regulation of biomineral tissue...",11,1,0.58,"0.45154","0.06673"
"1431","GO:0060123","regulation of growth hormone secretion",11,1,0.58,"0.45154","0.98172"
"1432","GO:0034350","regulation of glial cell apoptotic proce...",11,1,0.58,"0.45154","0.88825"
"1433","GO:0006930","substrate-dependent cell migration, cell...",11,1,0.58,"0.45154","0.39135"
"1434","GO:0034498","early endosome to Golgi transport",11,1,0.58,"0.45154","0.96111"
"1435","GO:0070268","cornification",11,1,0.58,"0.45154","0.69051"
"1436","GO:0010575","positive regulation of vascular endothel...",11,1,0.58,"0.45154","0.81629"
"1437","GO:1904044","response to aldosterone",11,1,0.58,"0.45154","0.21132"
"1438","GO:0042387","plasmatocyte differentiation",11,1,0.58,"0.45154","0.31660"
"1439","GO:0060872","semicircular canal development",11,1,0.58,"0.45154","0.68630"
"1440","GO:0033145","positive regulation of intracellular ste...",11,1,0.58,"0.45154","0.57932"
"1441","GO:0036071","N-glycan fucosylation",11,1,0.58,"0.45154","0.84925"
"1442","GO:2000381","negative regulation of mesoderm developm...",11,1,0.58,"0.45154","0.44614"
"1443","GO:1902018","negative regulation of cilium assembly",11,1,0.58,"0.45154","0.98297"
"1444","GO:0044785","metaphase/anaphase transition of meiotic...",11,1,0.58,"0.45154","0.33245"
"1445","GO:0060644","mammary gland epithelial cell differenti...",11,1,0.58,"0.45154","0.15862"
"1446","GO:0003214","cardiac left ventricle morphogenesis",11,1,0.58,"0.45154","0.12682"
"1447","GO:0071340","skeletal muscle acetylcholine-gated chan...",11,1,0.58,"0.45154","0.74725"
"1448","GO:0072182","regulation of nephron tubule epithelial ...",11,1,0.58,"0.45154","0.96985"
"1449","GO:0016336","establishment or maintenance of polarity...",11,1,0.58,"0.45154","0.50423"
"1450","GO:2000252","negative regulation of feeding behavior",11,1,0.58,"0.45154","0.70385"
"1451","GO:0055003","cardiac myofibril assembly",11,1,0.58,"0.45154","0.17098"
"1452","GO:0048104","establishment of body hair or bristle pl...",11,1,0.58,"0.45154","0.50423"
"1453","GO:0007464","R3/R4 cell fate commitment",11,1,0.58,"0.45154","0.39181"
"1454","GO:0051126","negative regulation of actin nucleation",11,1,0.58,"0.45154","0.03690"
"1455","GO:0021702","cerebellar Purkinje cell differentiation",11,1,0.58,"0.45154","0.54659"
"1456","GO:0033504","floor plate development",11,1,0.58,"0.45154","0.79701"
"1457","GO:0060965","negative regulation of miRNA-mediated ge...",11,1,0.58,"0.45154","0.53708"
"1458","GO:0007113","endomitotic cell cycle",11,1,0.58,"0.45154","0.85804"
"1459","GO:0032653","regulation of interleukin-10 production",11,1,0.58,"0.45154","0.76551"
"1460","GO:0001878","response to yeast",11,1,0.58,"0.45154","0.08629"
"1461","GO:0035171","lamellocyte differentiation",11,1,0.58,"0.45154","0.31660"
"1462","GO:0009084","glutamine family amino acid biosynthetic...",11,1,0.58,"0.45154","0.18726"
"1463","GO:0020027","hemoglobin metabolic process",11,1,0.58,"0.45154","0.80168"
"1464","GO:0010037","response to carbon dioxide",11,1,0.58,"0.45154","0.76366"
"1465","GO:0051597","response to methylmercury",11,1,0.58,"0.45154","0.92659"
"1466","GO:0046710","GDP metabolic process",11,1,0.58,"0.45154","0.71890"
"1467","GO:0035209","pupal development",11,1,0.58,"0.45154","0.85158"
"1468","GO:0031954","positive regulation of protein autophosp...",11,1,0.58,"0.45154","0.27027"
"1469","GO:0046689","response to mercury ion",11,1,0.58,"0.45154","0.95574"
"1470","GO:0045589","regulation of regulatory T cell differen...",11,1,0.58,"0.45154","0.73650"
"1471","GO:0010633","negative regulation of epithelial cell m...",40,2,2.12,"0.45191","0.05568"
"1472","GO:0045138","nematode male tail tip morphogenesis",47,3,2.5,"0.45897","0.40418"
"1473","GO:0098722","asymmetric stem cell division",66,4,3.51,"0.45898","0.66014"
"1474","GO:0002119","nematode larval development",341,17,18.11,"0.45922","0.38844"
"1475","GO:0008283","cell population proliferation",1352,84,71.8,"0.45978","0.82239"
"1476","GO:0000413","protein peptidyl-prolyl isomerization",29,2,1.54,"0.46066","0.98338"
"1477","GO:0043052","thermotaxis",29,2,1.54,"0.46066","0.58252"
"1478","GO:0003156","regulation of animal organ formation",29,2,1.54,"0.46066","0.50760"
"1479","GO:0051290","protein heterotetramerization",29,2,1.54,"0.46066","0.71407"
"1480","GO:0007339","binding of sperm to zona pellucida",50,3,2.66,"0.46078","0.30691"
"1481","GO:0008285","negative regulation of cell population p...",452,24,24.01,"0.46266","0.54480"
"1482","GO:0034976","response to endoplasmic reticulum stress",255,8,13.54,"0.46740","0.86025"
"1483","GO:0072347","response to anesthetic",103,6,5.47,"0.46860","0.21824"
"1484","GO:0043010","camera-type eye development",276,17,14.66,"0.47024","0.89017"
"1485","GO:1905330","regulation of morphogenesis of an epithe...",107,7,5.68,"0.47217","0.80858"
"1486","GO:0001523","retinoid metabolic process",48,3,2.55,"0.47290","0.22801"
"1487","GO:0015850","organic hydroxy compound transport",164,14,8.71,"0.47298","0.81812"
"1488","GO:0006873","intracellular monoatomic ion homeostasis",388,30,20.61,"0.47388","0.99814"
"1489","GO:0043523","regulation of neuron apoptotic process",228,18,12.11,"0.47661","0.10948"
"1490","GO:0071560","cellular response to transforming growth...",182,11,9.67,"0.47741","0.10827"
"1491","GO:0031348","negative regulation of defense response",113,10,6,"0.47804","0.51605"
"1492","GO:0035994","response to muscle stretch",30,2,1.59,"0.47844","0.18521"
"1493","GO:0031116","positive regulation of microtubule polym...",30,2,1.59,"0.47844","0.80867"
"1494","GO:0001737","establishment of imaginal disc-derived w...",30,2,1.59,"0.47844","0.26926"
"1495","GO:0048873","homeostasis of number of cells within a ...",30,2,1.59,"0.47844","0.23896"
"1496","GO:0002931","response to ischemia",30,2,1.59,"0.47844","0.00368"
"1497","GO:0008652","amino acid biosynthetic process",96,5,5.1,"0.47900","0.95278"
"1498","GO:0007455","eye-antennal disc morphogenesis",25,4,1.33,"0.47903","0.03154"
"1499","GO:0009132","nucleoside diphosphate metabolic process",95,7,5.05,"0.47954","0.35706"
"1500","GO:0061311","cell surface receptor signaling pathway ...",23,3,1.22,"0.47968","0.90984"
"1501","GO:0007283","spermatogenesis",517,29,27.46,"0.47969","0.72019"
"1502","GO:0022611","dormancy process",34,3,1.81,"0.48010","0.99999"
"1503","GO:1903431","positive regulation of cell maturation",22,2,1.17,"0.48036","0.74735"
"1504","GO:0030422","siRNA processing",12,1,0.64,"0.48070","0.22830"
"1505","GO:0005513","detection of calcium ion",12,1,0.64,"0.48070","0.85256"
"1506","GO:0035634","response to stilbenoid",12,1,0.64,"0.48070","0.98187"
"1507","GO:0033032","regulation of myeloid cell apoptotic pro...",12,1,0.64,"0.48070","0.86408"
"1508","GO:0009219","pyrimidine deoxyribonucleotide metabolic...",12,1,0.64,"0.48070","0.72163"
"1509","GO:0060444","branching involved in mammary gland duct...",12,1,0.64,"0.48070","0.84815"
"1510","GO:0010763","positive regulation of fibroblast migrat...",12,1,0.64,"0.48070","0.02267"
"1511","GO:0002063","chondrocyte development",12,1,0.64,"0.48070","0.58086"
"1512","GO:0034384","high-density lipoprotein particle cleara...",12,1,0.64,"0.48070","0.47512"
"1513","GO:0031053","primary miRNA processing",12,1,0.64,"0.48070","0.07158"
"1514","GO:0034497","protein localization to phagophore assem...",12,1,0.64,"0.48070","0.81561"
"1515","GO:0070208","protein heterotrimerization",12,1,0.64,"0.48070","0.44811"
"1516","GO:0003356","regulation of cilium beat frequency",12,1,0.64,"0.48070","0.71365"
"1517","GO:0051014","actin filament severing",12,1,0.64,"0.48070","0.58868"
"1518","GO:1900120","regulation of receptor binding",12,1,0.64,"0.48070","0.51522"
"1519","GO:0070886","positive regulation of calcineurin-NFAT ...",12,1,0.64,"0.48070","0.95966"
"1520","GO:0036090","cleavage furrow ingression",12,1,0.64,"0.48070","0.88237"
"1521","GO:0070592","cell wall polysaccharide biosynthetic pr...",12,1,0.64,"0.48070","0.20948"
"1522","GO:0046011","regulation of oskar mRNA translation",12,1,0.64,"0.48070","0.69349"
"1523","GO:0035076","ecdysone receptor-mediated signaling pat...",12,1,0.64,"0.48070","0.73484"
"1524","GO:0051340","regulation of ligase activity",12,1,0.64,"0.48070","0.95158"
"1525","GO:0032785","negative regulation of DNA-templated tra...",12,1,0.64,"0.48070","0.95527"
"1526","GO:0046386","deoxyribose phosphate catabolic process",12,1,0.64,"0.48070","0.95516"
"1527","GO:0034695","response to prostaglandin E",12,1,0.64,"0.48070","0.70069"
"1528","GO:1902459","positive regulation of stem cell populat...",12,1,0.64,"0.48070","0.75523"
"1529","GO:0051295","establishment of meiotic spindle localiz...",12,1,0.64,"0.48070","0.02286"
"1530","GO:0021891","olfactory bulb interneuron development",12,1,0.64,"0.48070","0.58178"
"1531","GO:0043508","negative regulation of JUN kinase activi...",12,1,0.64,"0.48070","0.36427"
"1532","GO:0060973","cell migration involved in heart develop...",12,1,0.64,"0.48070","0.19521"
"1533","GO:0070935","3'-UTR-mediated mRNA stabilization",12,1,0.64,"0.48070","0.10242"
"1534","GO:1904799","regulation of neuron remodeling",12,1,0.64,"0.48070","0.79387"
"1535","GO:0042537","benzene-containing compound metabolic pr...",12,1,0.64,"0.48070","0.18444"
"1536","GO:0051770","positive regulation of nitric-oxide synt...",12,1,0.64,"0.48070","0.40048"
"1537","GO:0035153","epithelial cell type specification, open...",12,1,0.64,"0.48070","0.98627"
"1538","GO:0071786","endoplasmic reticulum tubular network or...",12,1,0.64,"0.48070","0.76676"
"1539","GO:0007210","serotonin receptor signaling pathway",12,1,0.64,"0.48070","0.46897"
"1540","GO:0048884","neuromast development",12,1,0.64,"0.48070","0.80443"
"1541","GO:1904886","beta-catenin destruction complex disasse...",12,1,0.64,"0.48070","0.09176"
"1542","GO:0048843","negative regulation of axon extension in...",12,1,0.64,"0.48070","0.80885"
"1543","GO:0048803","imaginal disc-derived male genitalia mor...",12,1,0.64,"0.48070","0.22920"
"1544","GO:0051593","response to folic acid",12,1,0.64,"0.48070","0.33692"
"1545","GO:0045200","establishment of neuroblast polarity",12,1,0.64,"0.48070","0.80282"
"1546","GO:0048631","regulation of skeletal muscle tissue gro...",12,1,0.64,"0.48070","0.98987"
"1547","GO:0032957","inositol trisphosphate metabolic process",12,1,0.64,"0.48070","0.59466"
"1548","GO:0007523","larval visceral muscle development",12,1,0.64,"0.48070","0.12293"
"1549","GO:0006558","L-phenylalanine metabolic process",12,1,0.64,"0.48070","0.58730"
"1550","GO:0014061","regulation of norepinephrine secretion",12,1,0.64,"0.48070","0.84852"
"1551","GO:0045571","negative regulation of imaginal disc gro...",12,1,0.64,"0.48070","0.56159"
"1552","GO:0035545","determination of left/right asymmetry in...",12,1,0.64,"0.48070","0.41960"
"1553","GO:2000059","negative regulation of ubiquitin-depende...",52,3,2.76,"0.48079","0.14725"
"1554","GO:0031018","endocrine pancreas development",42,2,2.23,"0.48113","0.45941"
"1555","GO:0050796","regulation of insulin secretion",113,8,6,"0.48115","0.64594"
